,Unnamed: 0.1,Unnamed: 0,dataset,rse_id,DTier,size_on_tape_[TB],category
49832,73349,73349,/BlackHole_BH1_MD-9000_MBH-10000_n-6_TuneCUETP8M1_13TeV-blackmax/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/AODSIM,T1_FR_CCIN2P3_Tape,AODSIM,0.00363,Run 2 pre-legacy MC
49833,73350,73350,/BlackHole_BH2_MD-9000_MBH-10000_n-6_TuneCUETP8M1_13TeV-blackmax/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v2/AODSIM,T1_FR_CCIN2P3_Tape,AODSIM,0.00363,Run 2 pre-legacy MC
49837,73355,73355,/BlackHole_BH5_MD-6000_MBH-9000_n-2_TuneCUETP8M1_13TeV-blackmax/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/AODSIM,T1_FR_CCIN2P3_Tape,AODSIM,0.00358,Run 2 pre-legacy MC
49841,73360,73360,/BlackHole_BH1_MD-6000_MBH-7000_n-6_TuneCUETP8M1_13TeV-blackmax/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/AODSIM,T1_FR_CCIN2P3_Tape,AODSIM,0.00356,Run 2 pre-legacy MC
49842,73361,73361,/WprimeToTauNu_M-3000_TuneCUETP8M1_13TeV-pythia8-tauola/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/AODSIM,T1_FR_CCIN2P3_Tape,AODSIM,0.00356,Run 2 pre-legacy MC
49844,73363,73363,/WprimeToENu_M-1200_TuneCUETP8M1_13TeV-pythia8/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/AODSIM,T1_FR_CCIN2P3_Tape,AODSIM,0.00353,Run 2 pre-legacy MC
49847,73366,73366,/WprimeToENu_M-3600_TuneCUETP8M1_13TeV-pythia8/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/AODSIM,T1_FR_CCIN2P3_Tape,AODSIM,0.00351,Run 2 pre-legacy MC
49850,73369,73369,/WprimeToENu_M-4800_TuneCUETP8M1_13TeV-pythia8/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v2/AODSIM,T1_FR_CCIN2P3_Tape,AODSIM,0.00349,Run 2 pre-legacy MC
49852,73371,73371,/BlackHole_BH1_MD-5000_MBH-6000_n-6_TuneCUETP8M1_13TeV-blackmax/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v2/AODSIM,T1_FR_CCIN2P3_Tape,AODSIM,0.00348,Run 2 pre-legacy MC
49854,73374,73374,/WprimeToENu_M-5200_TuneCUETP8M1_13TeV-pythia8/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v2/AODSIM,T1_FR_CCIN2P3_Tape,AODSIM,0.00347,Run 2 pre-legacy MC
49855,73375,73375,/WprimeToENu_M-600_TuneCUETP8M1_13TeV-pythia8/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/AODSIM,T1_FR_CCIN2P3_Tape,AODSIM,0.00347,Run 2 pre-legacy MC
49900,73436,73436,/XXTo4J_M-1500_CTau-30mm_TuneCUETP8M1_13TeV_pythia8/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/AODSIM,T1_FR_CCIN2P3_Tape,AODSIM,0.00318,Run 2 pre-legacy MC
49933,73477,73477,/WprimeToMuNu_M-600_TuneCUETP8M1_13TeV-pythia8/RunIIFall15DR76-PU25nsData2015v1_0T_76X_mcRun2_0T_v1-v1/AODSIM,T1_FR_CCIN2P3_Tape,AODSIM,0.00299,Run 2 pre-legacy MC
49939,73485,73485,/Taustar_TauG_L10000_m1500_13TeV-pythia8/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/AODSIM,T1_FR_CCIN2P3_Tape,AODSIM,0.00298,Run 2 pre-legacy MC
49942,73489,73489,/WprimeToMuNu_M-400_TuneCUETP8M1_13TeV-pythia8/RunIIFall15DR76-PU25nsData2015v1_0T_76X_mcRun2_0T_v1-v1/AODSIM,T1_FR_CCIN2P3_Tape,AODSIM,0.00295,Run 2 pre-legacy MC
49943,73490,73490,/RPVresonantToMuTau_M-3500_LLE_LQD-01_TuneCUETP8M1_13TeV-calchep-pythia8/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/AODSIM,T1_FR_CCIN2P3_Tape,AODSIM,0.00295,Run 2 pre-legacy MC
49946,73493,73493,/RPVresonantToMuTau_M-3000_LLE_LQD-01_TuneCUETP8M1_13TeV-calchep-pythia8/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/AODSIM,T1_FR_CCIN2P3_Tape,AODSIM,0.00295,Run 2 pre-legacy MC
49947,73494,73494,/RPVresonantToMuTau_M-4500_LLE_LQD-001_TuneCUETP8M1_13TeV-calchep-pythia8/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/AODSIM,T1_FR_CCIN2P3_Tape,AODSIM,0.00295,Run 2 pre-legacy MC
49948,73495,73495,/WminusH_HToMuMu_WToAll_M120_TuneCP5_PSweights_13TeV_powheg_pythia8/RunIIFall18wmLHEGS-102X_upgrade2018_realistic_v11-v1/LHE,T1_FR_CCIN2P3_Tape,LHE,0.00294,Run 2 pre-legacy MC
49953,73501,73501,/RPVresonantToMuTau_M-6000_LLE_LQD-001_TuneCUETP8M1_13TeV-calchep-pythia8/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/AODSIM,T1_FR_CCIN2P3_Tape,AODSIM,0.00292,Run 2 pre-legacy MC
49960,73512,73512,/WprimeToENu_M-400_TuneCUETP8M1_13TeV-pythia8/RunIIFall15DR76-PU25nsData2015v1_0T_76X_mcRun2_0T_v1-v1/AODSIM,T1_FR_CCIN2P3_Tape,AODSIM,0.00289,Run 2 pre-legacy MC
49964,73516,73516,/Estar_EG_L10000_m1750_13TeV-pythia8/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/AODSIM,T1_FR_CCIN2P3_Tape,AODSIM,0.00288,Run 2 pre-legacy MC
49965,73517,73517,/XXTo4J_M-3000_CTau-2000mm_TuneCUETP8M1_13TeV_pythia8/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/AODSIM,T1_FR_CCIN2P3_Tape,AODSIM,0.00288,Run 2 pre-legacy MC
49967,73521,73521,/RPVresonantToMuTau_M-4500_LLE_LQD-05_TuneCUETP8M1_13TeV-calchep-pythia8/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/AODSIM,T1_FR_CCIN2P3_Tape,AODSIM,0.00287,Run 2 pre-legacy MC
49972,73527,73527,/RPVresonantToMuTau_M-800_LLE_LQD-001_TuneCUETP8M1_13TeV-calchep-pythia8/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/AODSIM,T1_FR_CCIN2P3_Tape,AODSIM,0.00285,Run 2 pre-legacy MC
49975,73530,73530,/XXTo4J_M-1000_CTau-100mm_TuneCUETP8M1_13TeV_pythia8/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/AODSIM,T1_FR_CCIN2P3_Tape,AODSIM,0.00284,Run 2 pre-legacy MC
49976,73531,73531,/RPVresonantToETau_M-3000_LLE_LQD-001_TuneCUETP8M1_13TeV-calchep-pythia8/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/AODSIM,T1_FR_CCIN2P3_Tape,AODSIM,0.00284,Run 2 pre-legacy MC
49982,73537,73537,/RPVresonantToMuTau_M-6000_LLE_LQD-05_TuneCUETP8M1_13TeV-calchep-pythia8/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/AODSIM,T1_FR_CCIN2P3_Tape,AODSIM,0.00282,Run 2 pre-legacy MC
49983,73539,73539,/RPVresonantToMuTau_M-600_LLE_LQD-001_TuneCUETP8M1_13TeV-calchep-pythia8/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/AODSIM,T1_FR_CCIN2P3_Tape,AODSIM,0.00282,Run 2 pre-legacy MC
49985,73541,73541,/RPVresonantToETau_M-4500_LLE_LQD-02_TuneCUETP8M1_13TeV-calchep-pythia8/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/AODSIM,T1_FR_CCIN2P3_Tape,AODSIM,0.0028,Run 2 pre-legacy MC
49995,73556,73556,/RPVresonantToETau_M-700_LLE_LQD-001_TuneCUETP8M1_13TeV-calchep-pythia8/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/AODSIM,T1_FR_CCIN2P3_Tape,AODSIM,0.00274,Run 2 pre-legacy MC
49997,73558,73558,/RPVresonantToEMu_M-300_LLE_LQD-001_TuneCUETP8M1_13TeV-calchep-pythia8/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/AODSIM,T1_FR_CCIN2P3_Tape,AODSIM,0.00273,Run 2 pre-legacy MC
50000,73562,73562,/RPVresonantToETau_M-5500_LLE_LQD-05_TuneCUETP8M1_13TeV-calchep-pythia8/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/AODSIM,T1_FR_CCIN2P3_Tape,AODSIM,0.00272,Run 2 pre-legacy MC
50001,73563,73563,/TTToSemiLeptonic_TuneCP5_13TeV-powheg-pythia8/RunIIFall18wmLHEGS-102X_upgrade2018_realistic_v11_ext5-v1/LHE,T1_FR_CCIN2P3_Tape,LHE,0.00271,Run 2 pre-legacy MC
50004,73568,73568,/RPVresonantToETau_M-500_LLE_LQD-001_TuneCUETP8M1_13TeV-calchep-pythia8/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/AODSIM,T1_FR_CCIN2P3_Tape,AODSIM,0.00269,Run 2 pre-legacy MC
50005,73570,73570,/Cosmics/Run2017C-SiStripCalCosmics-UL17-v1/ALCARECO,T1_FR_CCIN2P3_Tape,ALCARECO,0.00268,ALCA
50007,73573,73573,/RPVresonantToETau_M-400_LLE_LQD-001_TuneCUETP8M1_13TeV-calchep-pythia8/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/AODSIM,T1_FR_CCIN2P3_Tape,AODSIM,0.00266,Run 2 pre-legacy MC
50018,73596,73596,/LambdaCtoPiLambda1520_pThat-4_TuneCP5_PtGT10_5p02TeV_Pythia8/RunIIpp5Spring18DR-94X_mc2017_realistic_forppRef5TeV_v1-v2/AODSIM,T1_FR_CCIN2P3_Tape,AODSIM,0.00255,Miscellaneous
50026,73606,73606,/QBHToEMu_M-2000_n4_ADD_TuneCUETP8M1_13TeV-QBH-pythia8/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/AODSIM,T1_FR_CCIN2P3_Tape,AODSIM,0.00248,Run 2 pre-legacy MC
50030,73614,73614,/LambdaCtoPiLambda1520_pThat-0_TuneCP5_PtGT4_5p02TeV_Pythia8/RunIIpp5Spring18DR-94X_mc2017_realistic_forppRef5TeV_v1-v2/AODSIM,T1_FR_CCIN2P3_Tape,AODSIM,0.00238,Miscellaneous
50040,73644,73644,/LambdaCtoPiLambda1520_pThat-0_TuneCP5_PtGT2_5p02TeV_Pythia8/RunIIpp5Spring18DR-94X_mc2017_realistic_forppRef5TeV_v1-v2/AODSIM,T1_FR_CCIN2P3_Tape,AODSIM,0.00223,Miscellaneous
50045,73664,73664,/Mustar_MuG_L10000_m2750_13TeV-pythia8/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/AODSIM,T1_FR_CCIN2P3_Tape,AODSIM,0.00213,Run 2 pre-legacy MC
50062,73695,73695,/DYJetsToLL_M-800to1000_TuneCUETP8M1_13TeV-amcatnloFXFX-pythia8/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v2/AODSIM,T1_FR_CCIN2P3_Tape,AODSIM,0.00195,Run 2 pre-legacy MC
50069,73711,73711,/DYJetsToLL_M-2000to3000_TuneCUETP8M1_13TeV-amcatnloFXFX-pythia8/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/AODSIM,T1_FR_CCIN2P3_Tape,AODSIM,0.00182,Run 2 pre-legacy MC
50073,73720,73720,/Cosmics/HIRun2018A-TkAlCosmics0T-PromptReco-v1/ALCARECO,T1_FR_CCIN2P3_Tape,ALCARECO,0.00176,HIN
50183,73878,73878,/Cosmics/Run2015B-TkAlCosmics0T-01Mar2016-v1/ALCARECO,T1_FR_CCIN2P3_Tape,ALCARECO,0.00148,ALCA
50258,73993,73993,/Muplusandminus_Pt3to10-gun/RunIIFall17GS-93X_mc2017_realistic_v3-v1/GEN-SIM,T1_FR_CCIN2P3_Tape,GEN-SIM,0.00127,Run 2 pre-legacy MC
50279,74044,74044,/QCD_Pt_80_TuneZ2_2p76TeV_pythia6/HiWinter13-STARTHI53_V28-v1/DQM,T1_FR_CCIN2P3_Tape,DQM,0.0011,HIN
50341,74190,74190,/Cosmics/Run2015D-TkAlCosmics0T-01Mar2016-v1/ALCARECO,T1_FR_CCIN2P3_Tape,ALCARECO,0.0008,ALCA
50516,74536,74536,/ZeroBias/HIRun2018A-SiStripCalMinBias-PromptReco-v2/ALCARECO,T1_FR_CCIN2P3_Tape,ALCARECO,0.00043,HIN
50521,74553,74553,/Cosmics/HIRun2018-TkAlCosmics0T-PromptReco-v1/ALCARECO,T1_FR_CCIN2P3_Tape,ALCARECO,0.00042,HIN
50550,74622,74622,/MinBias_TuneCUETP8M1_5p02TeV-pythia8/HINXeXeFall17DR-92X_upgrade2017_realistic_v11-v2/GEN-SIM-RECO,T1_FR_CCIN2P3_Tape,GEN-SIM-RECO,0.00036,Miscellaneous
50558,74642,74642,/Cosmics/Run2016E-TkAlCosmics0T-UL16-v1/ALCARECO,T1_FR_CCIN2P3_Tape,ALCARECO,0.00034,ALCA
50579,74683,74683,/Cosmics/Run2017C-SiPixelCalCosmics-UL17-v1/ALCARECO,T1_FR_CCIN2P3_Tape,ALCARECO,0.0003,ALCA
50603,74776,74776,/Muplus_Pt100-gun/RunIIFall17GS-93X_mc2017_realistic_v3-v1/GEN-SIM,T1_FR_CCIN2P3_Tape,GEN-SIM,0.00024,Run 2 pre-legacy MC
50650,74934,74934,/Cosmics/Run2016E-SiStripCalCosmics-UL16-v1/ALCARECO,T1_FR_CCIN2P3_Tape,ALCARECO,0.00017,ALCA
50720,75155,75155,/QCD_Pt_50to80_CTEQ6L1_8TeV_herwig6/Summer12-PU_S7_START52_V9-v1/DQM,T1_FR_CCIN2P3_Tape,DQM,9e-05,DPOA
50822,75341,75341,/Charmonium/Run2016H-PromptReco-v1/AOD,T1_FR_CCIN2P3_Tape,AOD,5e-05,Prompt
51023,75802,75802,/Cosmics/Run2016E-SiPixelCalCosmics-UL16-v1/ALCARECO,T1_FR_CCIN2P3_Tape,ALCARECO,1e-05,ALCA
51051,75887,75887,/DisplacedJet/Run2018D-PromptReco-v1/AOD,T1_FR_CCIN2P3_Tape,AOD,1e-05,Run 2 pre-legacy data
51162,76421,76421,/MinBias_TuneCP5_13TeV-pythia8/RunIIFall17GS-93X_mc2017_realistic_v3-v1/GEN-SIM,T1_IT_CNAF_Tape,GEN-SIM,93.80768,Run 2 pre-legacy MC
51166,76428,76428,/TTToSemiLeptonic_13TeV-powheg/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12_ext1-v1/AODSIM,T1_IT_CNAF_Tape,AODSIM,81.28622,Run 2 pre-legacy MC
51191,76469,76469,/TTJets_13TeV-amcatnloFXFX-pythia8/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12_ext1-v1/AODSIM,T1_IT_CNAF_Tape,AODSIM,51.5273,Run 2 pre-legacy MC
51192,76470,76470,/BsToMuMuPhi_BMuonFilter_SoftQCDnonD_TuneCP5_13TeV-pythia8-evtgen/RunIIFall17GS-93X_mc2017_realistic_v3-v3/GEN-SIM,T1_IT_CNAF_Tape,GEN-SIM,49.45599,Run 2 pre-legacy MC
51193,76475,76475,/BsToJpsiPhi_MuonFilter_SoftQCDnonD_TuneCP5_13TeV-pythia8-evtgen/RunIIFall17GS-93X_mc2017_realistic_v3-v1/GEN-SIM,T1_IT_CNAF_Tape,GEN-SIM,47.62912,Run 2 pre-legacy MC
51199,76487,76487,/BsToJpsiPhi_BMuonFilter_SoftQCDnonD_TuneCP5_13TeV-pythia8-evtgen/RunIIFall18GS-102X_upgrade2018_realistic_v11-v1/GEN-SIM,T1_IT_CNAF_Tape,GEN-SIM,42.93145,Run 2 pre-legacy MC
51207,76497,76497,/SingleMuon/Run2016H-18Apr2017-v1/AOD,T1_IT_CNAF_Tape,AOD,41.11971,Run 2 pre-legacy data
51208,76501,76501,/JetHT/Run2017F-09May2018-v1/AOD,T1_IT_CNAF_Tape,AOD,40.45933,Run 2 pre-legacy data
51210,76504,76504,/DY1JetsToLL_M-50_TuneCP5_13TeV-madgraphMLM-pythia8/RunIIFall18wmLHEGS-102X_upgrade2018_realistic_v11-v2/GEN-SIM,T1_IT_CNAF_Tape,GEN-SIM,39.97126,Run 2 pre-legacy MC
51253,76570,76570,/SingleElectron/Run2016G-18Apr2017-v1/AOD,T1_IT_CNAF_Tape,AOD,29.36686,Run 2 pre-legacy data
51256,76574,76574,/BdToJpsiKstar_BFilter_SoftQCDnonD_TuneCP5_13TeV-pythia8-evtgen/RunIIFall17GS-93X_mc2017_realistic_v3_ext1-v1/GEN-SIM,T1_IT_CNAF_Tape,GEN-SIM,28.64402,Run 2 pre-legacy MC
51261,76581,76581,/JetHT/Run2016B-18Apr2017_ver2-v1/AOD,T1_IT_CNAF_Tape,AOD,28.17542,Run 2 pre-legacy data
51267,76589,76589,/BuToKstarMuMu_BMuonFilter_SoftQCDnonD_TuneCUEP8M1_13TeV-pythia8-evtgen/RunIISummer16DR80-80X_mcRun2_asymptotic_2016_TrancheIV_v6-v1/AODSIM,T1_IT_CNAF_Tape,AODSIM,27.39415,Run 2 pre-legacy MC
51272,76599,76599,/TTToHadronic_TuneCP5down_13TeV-powheg-pythia8/RunIIFall18wmLHEGS-102X_upgrade2018_realistic_v11-v1/GEN-SIM,T1_IT_CNAF_Tape,GEN-SIM,26.17456,Run 2 pre-legacy MC
51273,76601,76601,/SUSYGluGluToBBHToBB_M-1200_TuneCP5_13TeV-amcatnlo-pythia8/RunIIFall18wmLHEGS-102X_upgrade2018_realistic_v11-v1/GEN-SIM,T1_IT_CNAF_Tape,GEN-SIM,25.87072,Run 2 pre-legacy MC
51283,76618,76618,/TTToHadronic_hdampUP_TuneCP5_13TeV-powheg-pythia8/RunIIFall18wmLHEGS-102X_upgrade2018_realistic_v11-v1/GEN-SIM,T1_IT_CNAF_Tape,GEN-SIM,24.56642,Run 2 pre-legacy MC
51287,76623,76623,/TTTo2L2Nu_13TeV-powheg/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12_ext1-v1/AODSIM,T1_IT_CNAF_Tape,AODSIM,23.98365,Run 2 pre-legacy MC
51289,76627,76627,/SUSYGluGluToBBHToBB_M-700_TuneCP5_13TeV-amcatnlo-pythia8/RunIIFall18wmLHEGS-102X_upgrade2018_realistic_v11-v2/GEN-SIM,T1_IT_CNAF_Tape,GEN-SIM,23.03491,Run 2 pre-legacy MC
51299,76641,76641,/TTToSemiLeptonic_TuneCP5_13TeV-powheg-pythia8/RunIIFall18wmLHEGS-102X_upgrade2018_realistic_v11_ext4-v1/GEN-SIM,T1_IT_CNAF_Tape,GEN-SIM,21.93454,Run 2 pre-legacy MC
51300,76644,76644,/QCD_Pt_80to120_TuneCP5_13TeV_pythia8/RunIIFall17GS-93X_mc2017_realistic_v3_ext1-v2/GEN-SIM,T1_IT_CNAF_Tape,GEN-SIM,21.88968,Run 2 pre-legacy MC
51309,76656,76656,/SUSYGluGluToBBHToBB_M-450_TuneCP5_13TeV-amcatnlo-pythia8/RunIIFall18wmLHEGS-102X_upgrade2018_realistic_v11-v2/GEN-SIM,T1_IT_CNAF_Tape,GEN-SIM,21.35196,Run 2 pre-legacy MC
51322,76673,76673,/SUSYGluGluToBBHToBB_M-1400_TuneCP5_13TeV-amcatnlo-pythia8/RunIIFall18wmLHEGS-102X_upgrade2018_realistic_v11-v1/GEN-SIM,T1_IT_CNAF_Tape,GEN-SIM,20.28094,Run 2 pre-legacy MC
51328,76685,76685,/QCD_Pt-80to120_MuEnrichedPt5_TuneCP5_13TeV_pythia8/RunIIFall18GS-102X_upgrade2018_realistic_v11_ext1-v2/GEN-SIM,T1_IT_CNAF_Tape,GEN-SIM,19.98295,Run 2 pre-legacy MC
51339,76703,76703,/SUSYGluGluToBBHToBB_M-160_TuneCP5_13TeV-amcatnlo-pythia8/RunIIFall18wmLHEGS-102X_upgrade2018_realistic_v11-v1/GEN-SIM,T1_IT_CNAF_Tape,GEN-SIM,18.49327,Run 2 pre-legacy MC
51340,76707,76707,/DoubleEG/Run2016G-18Apr2017-v1/AOD,T1_IT_CNAF_Tape,AOD,18.17504,Run 2 pre-legacy data
51342,76709,76709,/TKCosmics_0T/RunIIWinter19CosmicDR-0T_103X_mc2017cosmics_realistic_deco_v2-v1/GEN-SIM-RECO,T1_IT_CNAF_Tape,GEN-SIM-RECO,18.12915,Run 2 pre-legacy MC
51345,76713,76713,/TKCosmics_0T/RunIIWinter19CosmicDR-PEAK_0T_103X_mc2017cosmics_realistic_peak_v2-v1/GEN-SIM-RECO,T1_IT_CNAF_Tape,GEN-SIM-RECO,17.90015,Run 2 pre-legacy MC
51362,76737,76737,/ZeroBias/Run2018A-06Jun2018-v1/AOD,T1_IT_CNAF_Tape,AOD,16.97102,Run 2 pre-legacy data
51363,76738,76738,/SMS-T2qq-LLChipm_ctau-10_TuneCP2_13TeV-madgraphMLM-pythia8/RunIIAutumn18FSPremix-102X_upgrade2018_realistic_v15-v2/AODSIM,T1_IT_CNAF_Tape,AODSIM,16.94967,Run 2 pre-legacy MC
51365,76740,76740,/SMS-T2qq-LLChipm_ctau-50_TuneCP2_13TeV-madgraphMLM-pythia8/RunIIAutumn18FSPremix-102X_upgrade2018_realistic_v15-v3/AODSIM,T1_IT_CNAF_Tape,AODSIM,16.89765,Run 2 pre-legacy MC
51373,76749,76749,/ZJetsToNuNu_HT-100To200_13TeV-madgraph/RunIIFall18wmLHEGS-102X_upgrade2018_realistic_v11-v1/GEN-SIM,T1_IT_CNAF_Tape,GEN-SIM,16.52875,Run 2 pre-legacy MC
51387,76767,76767,/DoubleEG/Run2017B-12Sep2017-v1/AOD,T1_IT_CNAF_Tape,AOD,15.81573,Run 2 pre-legacy data
51388,76769,76769,/DoubleMuon/Run2016B-18Apr2017_ver2-v1/AOD,T1_IT_CNAF_Tape,AOD,15.75542,Run 2 pre-legacy data
51392,76776,76776,/QCD_Pt_15to30_TuneCUETP8M1_13TeV_pythia8/RunIISummer16DR80-FlatPU28to62HcalNZSRAW_80X_mcRun2_asymptotic_2016_TrancheIV_v6-v1/AODSIM,T1_IT_CNAF_Tape,AODSIM,15.39615,Run 2 pre-legacy MC
51396,76783,76783,/QCD_Pt-50to80_MuEnrichedPt5_TuneCP5_13TeV_pythia8/RunIIFall18GS-102X_upgrade2018_realistic_v11-v3/GEN-SIM,T1_IT_CNAF_Tape,GEN-SIM,15.08337,Run 2 pre-legacy MC
51397,76784,76784,/BulkGravitonToHHTo4Q_MX-600to6000_MH-15to250_part3_TuneCP5_13TeV-madgraph_pythia8/RunIIFall17GS-multigridpack_93X_mc2017_realistic_v3-v1/GEN-SIM,T1_IT_CNAF_Tape,GEN-SIM,14.99433,Run 2 pre-legacy MC
51399,76787,76787,/DYJetsToLL_M-10to50_TuneCP5_13TeV-madgraphMLM-pythia8/RunIIFall18wmLHEGS-102X_upgrade2018_realistic_v11-v2/GEN-SIM,T1_IT_CNAF_Tape,GEN-SIM,14.93287,Run 2 pre-legacy MC
51404,76792,76792,/QCD_Pt-20toInf_MuEnrichedPt15_TuneCP5_13TeV_pythia8/RunIIFall18GS-102X_upgrade2018_realistic_v11-v2/GEN-SIM,T1_IT_CNAF_Tape,GEN-SIM,14.73683,Run 2 pre-legacy MC
51405,76794,76794,/SingleMuon/Run2016F-18Apr2017-v2/AOD,T1_IT_CNAF_Tape,AOD,14.66903,Run 2 pre-legacy data
51421,76814,76814,/MuOnia/Run2018A-17Sep2018-v1/AOD,T1_IT_CNAF_Tape,AOD,13.88225,Run 2 pre-legacy data
51426,76821,76821,/SingleMuon/Run2016C-18Apr2017-v1/AOD,T1_IT_CNAF_Tape,AOD,13.75658,Run 2 pre-legacy data
51428,76824,76824,/DYJetsToLL_M-10to50_TuneCUETP8M1_13TeV-madgraphMLM-pythia8/RunIISummer16DR80-FlatPU28to62HcalNZSRAW_80X_mcRun2_asymptotic_2016_TrancheIV_v6-v1/AODSIM,T1_IT_CNAF_Tape,AODSIM,13.72701,Run 2 pre-legacy MC
51435,76832,76832,/BuToJpsiK_BMuonFilter_TuneCP5_13TeV-pythia8-evtgen/RunIIFall17GS-93X_mc2017_realistic_v3-v1/GEN-SIM,T1_IT_CNAF_Tape,GEN-SIM,13.4049,Run 2 pre-legacy MC
51440,76838,76838,/TTToSemiLeptonic_TuneCP5_13TeV-powheg-pythia8/RunIIAutumn18DR-PUAvg50ForMUOVal_102X_upgrade2018_realistic_v15_ext4-v1/AODSIM,T1_IT_CNAF_Tape,AODSIM,13.23653,Run 2 pre-legacy MC
51447,76851,76851,/TTJets_DiLept_TuneCP5_13TeV-madgraphMLM-pythia8/RunIISpring18DRPremix-100X_upgrade2018_realistic_v10-v1/AODSIM,T1_IT_CNAF_Tape,AODSIM,12.78731,Run 2 pre-legacy MC
51452,76858,76858,/QCD_HT500to700_BGenFilter_TuneCP5_13TeV-madgraph-pythia8/RunIIFall18wmLHEGS-102X_upgrade2018_realistic_v11-v1/GEN-SIM,T1_IT_CNAF_Tape,GEN-SIM,12.56051,Run 2 pre-legacy MC
51485,76907,76907,/BuToJpsiKV2_BMuonFilter_TuneCUEP8M1_13TeV-pythia8-evtgen/RunIISpring15DR74-Asympt25ns_MCRUN2_74_V9_ext1-v1/AODSIM,T1_IT_CNAF_Tape,AODSIM,11.34109,Run 2 pre-legacy MC
51487,76910,76910,/JpsiToMuMu_JpsiPt8_TuneCP5_13TeV-pythia8/RunIISpring18DRPremix-100X_upgrade2018_realistic_v10-v1/AODSIM,T1_IT_CNAF_Tape,AODSIM,11.31317,Run 2 pre-legacy MC
51494,76925,76925,/QCD_Pt_600to800_TuneCP5_13TeV_pythia8/RunIIAutumn18DR-NoPU_102X_upgrade2018_realistic_v15-v1/AODSIM,T1_IT_CNAF_Tape,AODSIM,10.92144,Run 2 pre-legacy MC
51495,76926,76926,/GluGluHToBB_M-125_13TeV_powheg_MINLO_NNLOPS_pythia8/RunIIFall18GS-102X_upgrade2018_realistic_v11-v1/GEN-SIM,T1_IT_CNAF_Tape,GEN-SIM,10.91947,Run 2 pre-legacy MC
51496,76929,76929,/DisplacedJet/Run2016B-23Sep2016-v3/AOD,T1_IT_CNAF_Tape,AOD,10.90372,Run 2 pre-legacy data
51501,76935,76935,/HIZeroBias8/Run2017G-17Nov2017-v1/AOD,T1_IT_CNAF_Tape,AOD,10.74892,Run 2 pre-legacy data
