,Unnamed: 0.1,Unnamed: 0,dataset,rse_id,DTier,size_on_tape_[TB],category
51506,76942,76942,/DoubleEG/Run2016E-07Aug17-v1/AOD,T1_IT_CNAF_Tape,AOD,10.69423,Run 2 pre-legacy data
51509,76946,76946,/SMS-T8bbllnunu_XCha0p5_XSlep0p05_TuneCP2_13TeV-madgraphMLM-pythia8/RunIIAutumn18FSPremix-102X_upgrade2018_realistic_v15-v1/AODSIM,T1_IT_CNAF_Tape,AODSIM,10.59385,Run 2 pre-legacy MC
51521,76964,76964,/SingleNeutrino/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/AODSIM,T1_IT_CNAF_Tape,AODSIM,10.27722,Run 2 pre-legacy MC
51534,76980,76980,/WJetsToLNu_TuneCP5_13TeV-madgraphMLM-pythia8/RunIISpring18DRPremix-TkAlMuonIsolated_100X_upgrade2018_realistic_v10_ext1-v2/AODSIM,T1_IT_CNAF_Tape,AODSIM,10.07445,Run 2 pre-legacy MC
51545,76999,76999,/DoubleEG/Run2016C-07Aug17-v1/AOD,T1_IT_CNAF_Tape,AOD,9.74598,Run 2 pre-legacy data
51550,77005,77005,/TTJets_TuneCUETP8M1_13TeV-amcatnloFXFX-scaleup-pythia8/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/AODSIM,T1_IT_CNAF_Tape,AODSIM,9.61979,Run 2 pre-legacy MC
51559,77018,77018,/Tau/Run2016F-18Apr2017-v1/AOD,T1_IT_CNAF_Tape,AOD,9.3884,Run 2 pre-legacy data
51560,77019,77019,/SVJ_Zprime_Scan_TuneCP2_13TeV_pythia8/RunIIFall18GS-SVJ_102X_upgrade2018_realistic_v11_ext1-v2/GEN-SIM,T1_IT_CNAF_Tape,GEN-SIM,9.33714,Run 2 pre-legacy MC
51574,77039,77039,/GluGluHToCC_M-125_13TeV_powheg_MINLO_NNLOPS_pythia8/RunIIFall18GS-102X_upgrade2018_realistic_v11-v2/GEN-SIM,T1_IT_CNAF_Tape,GEN-SIM,8.98545,Run 2 pre-legacy MC
51576,77041,77041,/QCD_Pt_30to50_TuneCUETP8M1_13TeV_pythia8/RunIIFall15DR76-25nsFlat10to50NzshcalRaw_76X_mcRun2_asymptotic_v12_ext1-v1/AODSIM,T1_IT_CNAF_Tape,AODSIM,8.97721,Run 2 pre-legacy MC
51585,77061,77061,/DYJetsToLL_M-50_TuneCP1_13TeV-madgraphMLM-pythia8/RunIIFall18wmLHEGS-102X_upgrade2018_realistic_v11-v1/GEN-SIM,T1_IT_CNAF_Tape,GEN-SIM,8.67114,Run 2 pre-legacy MC
51594,77078,77078,/RPV-monoPhi_TuneCP2_13TeV-madgraph-pythia8/RunIIAutumn18FSPremix-102X_upgrade2018_realistic_v15-v2/AODSIM,T1_IT_CNAF_Tape,AODSIM,8.4177,Run 2 pre-legacy MC
51604,77094,77094,/TTToSemiLeptonic_TuneCP5_13TeV-powheg-pythia8/RunIIWinter19PFCalib16wmLHEGS-105X_mcRun2_asymptotic_v2-v1/LHE,T1_IT_CNAF_Tape,LHE,8.17814,Run 2 pre-legacy MC
51610,77104,77104,/MuOnia/Run2016G-18Apr2017-v1/AOD,T1_IT_CNAF_Tape,AOD,8.04055,Run 2 pre-legacy data
51616,77117,77117,/DoubleMuon/Run2016G-18Apr2017-v1/AOD,T1_IT_CNAF_Tape,AOD,7.86951,Run 2 pre-legacy data
51617,77118,77118,/Tau/Run2016C-18Apr2017-v1/AOD,T1_IT_CNAF_Tape,AOD,7.85954,Run 2 pre-legacy data
51619,77121,77121,/DoubleEG/Run2016F-07Aug17-v1/AOD,T1_IT_CNAF_Tape,AOD,7.83775,Run 2 pre-legacy data
51627,77136,77136,/WJetsToLNu_TuneCUETP8M1_13TeV-madgraphMLM-pythia8/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/AODSIM,T1_IT_CNAF_Tape,AODSIM,7.64781,Run 2 pre-legacy MC
51629,77138,77138,/W1JetsToLNu_TuneCUETP8M1_13TeV-madgraphMLM-pythia8/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/AODSIM,T1_IT_CNAF_Tape,AODSIM,7.63229,Run 2 pre-legacy MC
51633,77143,77143,/BTagCSV/Run2016C-07Aug17-v1/AOD,T1_IT_CNAF_Tape,AOD,7.60235,Run 2 pre-legacy data
51634,77144,77144,/TTTo2L2Nu_13TeV_ScaleDown-powheg/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/AODSIM,T1_IT_CNAF_Tape,AODSIM,7.59017,Run 2 pre-legacy MC
51637,77147,77147,/DYJetsToLL_M-50_TuneCP5_13TeV-madgraphMLM-pythia8/RunIIAutumn18DR-FlatPU0to75TuneCP5_102X_upgrade2018_realistic_v15-v1/AODSIM,T1_IT_CNAF_Tape,AODSIM,7.53865,Run 2 pre-legacy MC
51648,77163,77163,/BuToKMuMu_probefilterPt6_SoftQCDnonD_TuneCP5_13TeV-pythia8-evtgen/RunIIAutumn18DR-PUPoissonAve20_102X_upgrade2018_realistic_v15-v1/AODSIM,T1_IT_CNAF_Tape,AODSIM,7.40604,Run 2 pre-legacy MC
51655,77176,77176,/MuonEG/Run2016H-18Apr2017-v1/AOD,T1_IT_CNAF_Tape,AOD,7.32531,Run 2 pre-legacy data
51658,77180,77180,/QCD_HT700to1000_BGenFilter_TuneCP5_13TeV-madgraph-pythia8/RunIIFall18wmLHEGS-102X_upgrade2018_realistic_v11-v1/GEN-SIM,T1_IT_CNAF_Tape,GEN-SIM,7.24445,Run 2 pre-legacy MC
51668,77198,77198,/ST_FCNC-TH_Tleptonic_HTobb_CtG_CP5_13TeV-mcatnlo-madspin-pythia8/RunIIFall17GS-93X_mc2017_realistic_v3-v4/GEN-SIM,T1_IT_CNAF_Tape,GEN-SIM,7.06055,Run 2 pre-legacy MC
51669,77199,77199,/BTagMu/Run2016G-07Aug17-v1/AOD,T1_IT_CNAF_Tape,AOD,7.04746,Run 2 pre-legacy data
51670,77200,77200,/ST_FCNC-TH_Thadronic_HToWWZZtautau_Ctphi_CP5_13TeV-mcatnlo-madspin-pythia8/RunIIFall17GS-93X_mc2017_realistic_v3-v1/GEN-SIM,T1_IT_CNAF_Tape,GEN-SIM,7.02941,Run 2 pre-legacy MC
51674,77206,77206,/BTagMu/Run2016G-23Sep2016-v1/AOD,T1_IT_CNAF_Tape,AOD,6.99766,Run 2 pre-legacy data
51675,77207,77207,/TT_TuneCUETP8M1_mtop1755_13TeV-powheg-pythia8/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12_ext1-v1/AODSIM,T1_IT_CNAF_Tape,AODSIM,6.99162,Run 2 pre-legacy MC
51676,77208,77208,/BuToK_ToMuMu_MuFilter_SoftQCDnonD_TuneCP5_13TeV-pythia8-evtgen/RunIIFall18GS-102X_upgrade2018_realistic_v11-v2/GEN-SIM,T1_IT_CNAF_Tape,GEN-SIM,6.97608,Run 2 pre-legacy MC
51681,77216,77216,/DYJetsToLL_M-50_TuneCP1_13TeV-madgraphMLM-pythia8/RunIIAutumn18DR-FlatPU0to75TuneCP1_102X_upgrade2018_realistic_v15-v1/AODSIM,T1_IT_CNAF_Tape,AODSIM,6.9171,Run 2 pre-legacy MC
51684,77221,77221,/ST_FCNC-TH_Tleptonic_HTobb_Ctphi_CtG_CP5_13TeV-mcatnlo-madspin-pythia8/RunIIFall17GS-93X_mc2017_realistic_v3-v1/GEN-SIM,T1_IT_CNAF_Tape,GEN-SIM,6.85373,Run 2 pre-legacy MC
51687,77226,77226,/TT_TuneCUETP8M1_mtop1695_13TeV-powheg-pythia8/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12_ext1-v1/AODSIM,T1_IT_CNAF_Tape,AODSIM,6.79765,Run 2 pre-legacy MC
51689,77228,77228,/ST_FCNC-TH_Thadronic_HToWWZZtautau_Ctcphi_CP5_13TeV-mcatnlo-madspin-pythia8/RunIIFall18GS-102X_upgrade2018_realistic_v11-v3/GEN-SIM,T1_IT_CNAF_Tape,GEN-SIM,6.78558,Run 2 pre-legacy MC
51690,77229,77229,/ST_FCNC-TH_Tleptonic_HToWWZZtautau_CtG_CP5_13TeV-mcatnlo-madspin-pythia8/RunIIFall17GS-93X_mc2017_realistic_v3-v1/GEN-SIM,T1_IT_CNAF_Tape,GEN-SIM,6.78264,Run 2 pre-legacy MC
51696,77244,77244,/ST_FCNC-TH_Tleptonic_HTobb_Ctphi_CtG_CP5_13TeV-mcatnlo-madspin-pythia8/RunIIFall17GS-93X_mc2017_realistic_v3-v4/GEN-SIM,T1_IT_CNAF_Tape,GEN-SIM,6.66976,Run 2 pre-legacy MC
51702,77255,77255,/SinglePhoton/Run2016H-18Apr2017-v1/AOD,T1_IT_CNAF_Tape,AOD,6.56112,Run 2 pre-legacy data
51703,77257,77257,/DYJetsToLL_M-50_HT-70to100_TuneCP5_PSweights_13TeV-madgraphMLM-pythia8/RunIIFall18wmLHEGS-102X_upgrade2018_realistic_v11-v1/GEN-SIM,T1_IT_CNAF_Tape,GEN-SIM,6.52202,Run 2 pre-legacy MC
51715,77280,77280,/BsToPhiTauTau_probefiilter_SoftQCDnonD_TuneCP5_13TeV-pythia8-evtgen/RunIIAutumn18DR-PUPoissonAve20_102X_upgrade2018_realistic_v15-v1/AODSIM,T1_IT_CNAF_Tape,AODSIM,6.22604,Run 2 pre-legacy MC
51717,77282,77282,/SingleNeutrino/RunIIFall17DRStdmix-FlatPU0to75TuneCP1_94X_mc2017_realistic_v11_ext3-v1/AODSIM,T1_IT_CNAF_Tape,AODSIM,6.20352,Run 2 pre-legacy MC
51722,77290,77290,/SingleNeutrino/RunIIAutumn18DR-FlatPU0to75TuneCP5_102X_upgrade2018_realistic_v15_ext5-v1/AODSIM,T1_IT_CNAF_Tape,AODSIM,6.11592,Run 2 pre-legacy MC
51725,77294,77294,/ST_FCNC-TH_Tleptonic_HToWWZZtautau_Ctphi_CP5_13TeV-mcatnlo-madspin-pythia8/RunIIFall17GS-93X_mc2017_realistic_v3-v4/GEN-SIM,T1_IT_CNAF_Tape,GEN-SIM,6.09747,Run 2 pre-legacy MC
51726,77295,77295,/GJet_Pt-20toInf_DoubleEMEnriched_MGG-40to80_TuneCP5_13TeV_Pythia8/RunIIFall18GS-102X_upgrade2018_realistic_v9_ext1-v2/GEN-SIM,T1_IT_CNAF_Tape,GEN-SIM,6.08064,Run 2 pre-legacy MC
51727,77297,77297,/QCD_Pt_15to30_TuneCUETP8M1_13TeV_pythia8/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/AODSIM,T1_IT_CNAF_Tape,AODSIM,6.07276,Run 2 pre-legacy MC
51728,77298,77298,/ST_FCNC-TH_Tleptonic_HToWWZZtautau_CtcG_CP5_13TeV-mcatnlo-madspin-pythia8/RunIIFall17GS-93X_mc2017_realistic_v3-v6/GEN-SIM,T1_IT_CNAF_Tape,GEN-SIM,6.06461,Run 2 pre-legacy MC
51738,77314,77314,/ST_FCNC-TH_Thadronic_HToaa_Ctcphi_CtcG_CP5_13TeV-mcatnlo-madspin-pythia8/RunIIFall17GS-93X_mc2017_realistic_v3-v6/GEN-SIM,T1_IT_CNAF_Tape,GEN-SIM,5.90252,Run 2 pre-legacy MC
51740,77317,77317,/ST_FCNC-TH_Thadronic_HToaa_Ctcphi_CP5_13TeV-mcatnlo-madspin-pythia8/RunIIFall18GS-102X_upgrade2018_realistic_v11-v3/GEN-SIM,T1_IT_CNAF_Tape,GEN-SIM,5.87609,Run 2 pre-legacy MC
51752,77334,77334,/ST_FCNC-TH_Tleptonic_HToaa_CtcG_CP5_13TeV-mcatnlo-madspin-pythia8/RunIIFall18GS-102X_upgrade2018_realistic_v11-v3/GEN-SIM,T1_IT_CNAF_Tape,GEN-SIM,5.73403,Run 2 pre-legacy MC
51754,77336,77336,/ttH_M125_13TeV_powheg_pythia8/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/AODSIM,T1_IT_CNAF_Tape,AODSIM,5.70322,Run 2 pre-legacy MC
51759,77342,77342,/BdToKstarJpsi_Toee_MuFilter_SoftQCDnonD_TuneCP5_13TeV-pythia8-evtgen/RunIIFall18GS-102X_upgrade2018_realistic_v11_ext1-v1/GEN-SIM,T1_IT_CNAF_Tape,GEN-SIM,5.65035,Run 2 pre-legacy MC
51762,77347,77347,/EphemeralZeroBias6/Run2018D-PromptReco-v2/AOD,T1_IT_CNAF_Tape,AOD,5.60132,Run 2 pre-legacy data
51763,77348,77348,/EphemeralZeroBias7/Run2018D-PromptReco-v2/AOD,T1_IT_CNAF_Tape,AOD,5.59651,Run 2 pre-legacy data
51764,77349,77349,/EphemeralZeroBias8/Run2018D-PromptReco-v2/AOD,T1_IT_CNAF_Tape,AOD,5.59562,Run 2 pre-legacy data
51765,77350,77350,/EphemeralZeroBias3/Run2018D-PromptReco-v2/AOD,T1_IT_CNAF_Tape,AOD,5.59449,Run 2 pre-legacy data
51770,77357,77357,/ST_FCNC-TH_Tleptonic_HToaa_Ctcphi_CtcG_CP5_13TeV-mcatnlo-madspin-pythia8/RunIIFall18GS-102X_upgrade2018_realistic_v11-v3/GEN-SIM,T1_IT_CNAF_Tape,GEN-SIM,5.54545,Run 2 pre-legacy MC
51772,77359,77359,/DisplacedJet/Run2016H-07Aug17-v1/AOD,T1_IT_CNAF_Tape,AOD,5.54201,Run 2 pre-legacy data
51781,77381,77381,/WW_TuneCP5_13TeV-pythia8/RunIIFall18GS-102X_upgrade2018_realistic_v11-v2/GEN-SIM,T1_IT_CNAF_Tape,GEN-SIM,5.2889,Run 2 pre-legacy MC
51791,77395,77395,/GJets_HT-600ToInf_TuneCP5_13TeV-madgraphMLM-pythia8/RunIIFall18wmLHEGS-102X_upgrade2018_realistic_v11_ext1-v2/GEN-SIM,T1_IT_CNAF_Tape,GEN-SIM,5.21453,Run 2 pre-legacy MC
51811,77424,77424,/DisplacedJet/Run2016D-18Apr2017-v1/AOD,T1_IT_CNAF_Tape,AOD,5.0094,Run 2 pre-legacy data
51820,77436,77436,/SMS-N2N1-higgsino_TuneCP2_13TeV-madgraphMLM-pythia8/RunIIFall18GS-GridpackScan_102X_upgrade2018_realistic_v11-v1/GEN-SIM,T1_IT_CNAF_Tape,GEN-SIM,4.98597,Run 2 pre-legacy MC
51831,77453,77453,/HTMHT/Run2016C-18Apr2017-v1/AOD,T1_IT_CNAF_Tape,AOD,4.89068,Run 2 pre-legacy data
51833,77456,77456,/TT_TuneEE5CmpiOFF_13TeV-powheg-herwigpp/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/AODSIM,T1_IT_CNAF_Tape,AODSIM,4.86731,Run 2 pre-legacy MC
51838,77462,77462,/SMS-N2N1-higgsino_TuneCP2_13TeV-madgraphMLM-pythia8/RunIIFall17GS-GridpackScan_93X_mc2017_realistic_v3-v1/GEN-SIM,T1_IT_CNAF_Tape,GEN-SIM,4.84345,Run 2 pre-legacy MC
51849,77478,77478,/SinglePhoton/Run2016C-18Apr2017-v1/AOD,T1_IT_CNAF_Tape,AOD,4.7415,Run 2 pre-legacy data
51858,77491,77491,/WJetsToQQ_HT180_13TeV-madgraphMLM-pythia8/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/AODSIM,T1_IT_CNAF_Tape,AODSIM,4.60835,Run 2 pre-legacy MC
51871,77509,77509,/DYJetsToLL_M-10to50_TuneCUETP8M1_13TeV-amcatnloFXFX-pythia8/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/AODSIM,T1_IT_CNAF_Tape,AODSIM,4.47111,Run 2 pre-legacy MC
51878,77519,77519,/WWTo2L2Nu_MLL_200To600_NNPDF31_13TeV-powheg/RunIIFall17GS-93X_mc2017_realistic_v3-v2/GEN-SIM,T1_IT_CNAF_Tape,GEN-SIM,4.4153,Run 2 pre-legacy MC
51887,77530,77530,/UpsilonToTauTau_ToPiMix_NoFilter_TuneCP5_13TeV-pythia8/RunIIAutumn18DR-PUPoissonAve20_102X_upgrade2018_realistic_v15-v1/AODSIM,T1_IT_CNAF_Tape,AODSIM,4.34434,Run 2 pre-legacy MC
51892,77542,77542,/QCD_Pt_15to30_TuneCUETP8M1_13TeV_pythia8/RunIISummer17DRStdmix-NZSFlatPU28to62_92X_upgrade2017_realistic_v10-v1/AODSIM,T1_IT_CNAF_Tape,AODSIM,4.26922,Run 2 pre-legacy MC
51904,77556,77556,/DoubleMuon/Run2017B-12Sep2017-v1/AOD,T1_IT_CNAF_Tape,AOD,4.20324,Run 2 pre-legacy data
51905,77557,77557,/QCD_Pt-50to80_EMEnriched_TuneCP5_13TeV_pythia8/RunIISpring18DRPremix-100X_upgrade2018_realistic_v10-v1/AODSIM,T1_IT_CNAF_Tape,AODSIM,4.19665,Run 2 pre-legacy MC
51916,77573,77573,/QCD_Pt-20to30_MuEnrichedPt5_TuneCUETP8M1_13TeV_pythia8/RunIISummer16DR80-FlatPU28to62HcalNZSRAW_80X_mcRun2_asymptotic_2016_TrancheIV_v6-v1/AODSIM,T1_IT_CNAF_Tape,AODSIM,4.12156,Run 2 pre-legacy MC
51918,77576,77576,/QCD_Pt-120to170_EMEnriched_TuneCP5_13TeV_pythia8/RunIISpring18DRPremix-100X_upgrade2018_realistic_v10-v1/AODSIM,T1_IT_CNAF_Tape,AODSIM,4.09795,Run 2 pre-legacy MC
51936,77603,77603,/MuonEG/Run2016F-18Apr2017-v1/AOD,T1_IT_CNAF_Tape,AOD,3.94652,Run 2 pre-legacy data
51939,77607,77607,/ST_t-channel_4f_leptonDecays_13TeV-amcatnlo-pythia8_TuneCUETP8M1/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/AODSIM,T1_IT_CNAF_Tape,AODSIM,3.92342,Run 2 pre-legacy MC
51941,77610,77610,/TTTo2L2Nu_mtop175p5_TuneCP5_13TeV-powheg-pythia8/RunIIFall18wmLHEGS-102X_upgrade2018_realistic_v11-v1/GEN-SIM,T1_IT_CNAF_Tape,GEN-SIM,3.91698,Run 2 pre-legacy MC
51946,77615,77615,/chib0_Tochib1PiPi_m11p1_TuneCP5_13TeV-pythia8-evtgen/RunIIFall18GS-102X_upgrade2018_realistic_v11-v1/GEN-SIM,T1_IT_CNAF_Tape,GEN-SIM,3.89695,Run 2 pre-legacy MC
51958,77628,77628,/SingleNeutrino/RunIIFall15DR76-25nsFlat0to50ZsecalNzshcalRaw_76X_mcRun2_asymptotic_2016EcalTune_30fb_v1-v1/AODSIM,T1_IT_CNAF_Tape,AODSIM,3.79584,Run 2 pre-legacy MC
51969,77643,77643,/W3JetsToLNu_TuneCUETP8M1_13TeV-madgraphMLM-pythia8/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/AODSIM,T1_IT_CNAF_Tape,AODSIM,3.73869,Run 2 pre-legacy MC
51972,77646,77646,/DYJetsToLL_M-50_TuneCP5_13TeV-amcatnloFXFX-pythia8/RunIISpring18DRPremix-100X_upgrade2018_realistic_v10-v1/AODSIM,T1_IT_CNAF_Tape,AODSIM,3.71828,Run 2 pre-legacy MC
51973,77647,77647,/MinBias_TuneCP1_13TeV-pythia8/RunIIFall18GS-102X_upgrade2018_realistic_v11-v1/GEN-SIM,T1_IT_CNAF_Tape,GEN-SIM,3.71814,Run 2 pre-legacy MC
51983,77662,77662,/QCD_Pt-15to7000_TuneCUETP8M1_FlatP6_13TeV_pythia8/RunIISummer16DR80-PUFlat0to50_80X_mcRun2_asymptotic_2016_TrancheIV_v6-v5/AODSIM,T1_IT_CNAF_Tape,AODSIM,3.64932,Run 2 pre-legacy MC
51996,77677,77677,/ggZH_HToBB_ZToNuNu_M125_13TeV_powheg_pythia8/RunIIFall18wmLHEGS-102X_upgrade2018_realistic_v11-v1/GEN-SIM,T1_IT_CNAF_Tape,GEN-SIM,3.57083,Run 2 pre-legacy MC
52007,77689,77689,/SigmaB5_Lbpipi_LbToPsiLambda_JMM_NoFilter_DGamma0_TuneCP5_13TeV-pythia8-evtgen/RunIIFall18GS-102X_upgrade2018_realistic_v11-v1/GEN-SIM,T1_IT_CNAF_Tape,GEN-SIM,3.5078,Run 2 pre-legacy MC
52009,77691,77691,/DoubleElectron_FlatPt-HalfTo50/RunIIAutumn18DR-FlatPU0to70IdealECALforBParking_102X_upgrade2018_realistic_forECAL_v15-v2/AODSIM,T1_IT_CNAF_Tape,AODSIM,3.50323,Run 2 pre-legacy MC
52011,77693,77693,/ZH_HToCC_ZToNuNu_M125_13TeV_powheg_pythia8/RunIIFall18wmLHEGS-102X_upgrade2018_realistic_v11-v1/GEN-SIM,T1_IT_CNAF_Tape,GEN-SIM,3.48832,Run 2 pre-legacy MC
52012,77696,77696,/QCD_Pt-15to7000_TuneCUETHS1_FlatP6_13TeV_herwigpp/RunIISummer16DR80-PUFlat0to50_80X_mcRun2_asymptotic_2016_TrancheIV_v6-v3/AODSIM,T1_IT_CNAF_Tape,AODSIM,3.47013,Run 2 pre-legacy MC
52014,77702,77702,/MET/Run2016F-18Apr2017-v1/AOD,T1_IT_CNAF_Tape,AOD,3.46389,Run 2 pre-legacy data
52019,77707,77707,/QCD_Pt_15_FwdEnriched_TuneCUETP8M1_13TeV_pythia8/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/AODSIM,T1_IT_CNAF_Tape,AODSIM,3.44798,Run 2 pre-legacy MC
52022,77711,77711,/GluGluHToWWTo2L2Nu_M125_TuneCP5_MINLO_NNLOPS_13TeV-powheg-JHUGen-pythia8/RunIIFall18GS-102X_upgrade2018_realistic_v11-v1/GEN-SIM,T1_IT_CNAF_Tape,GEN-SIM,3.42317,Run 2 pre-legacy MC
52042,77743,77743,/chib0_Tochib1PiPi_m10p9_TuneCP5_13TeV-pythia8-evtgen/RunIIFall18GS-102X_upgrade2018_realistic_v11-v1/GEN-SIM,T1_IT_CNAF_Tape,GEN-SIM,3.31091,Run 2 pre-legacy MC
52044,77745,77745,/TTToHadronic_TuneCP5_13TeV-powheg-pythia8/RunIILowPUSpring18DR-fixECALGT_94X_mc2017_realistic_v10For2017H_v2_ext1-v1/AODSIM,T1_IT_CNAF_Tape,AODSIM,3.29913,Miscellaneous
52050,77754,77754,/GluGluHToWWTo2L2Nu_M125_TuneCP5_MINLO_NNLOPS_13TeV-powheg-JHUGen-pythia8/RunIIFall17GS-93X_mc2017_realistic_v3-v1/GEN-SIM,T1_IT_CNAF_Tape,GEN-SIM,3.288,Run 2 pre-legacy MC
52061,77778,77778,/ParkingHIZeroBias10/Run2017H-17Nov2017-v1/AOD,T1_IT_CNAF_Tape,AOD,3.22027,Run 2 pre-legacy data
52062,77779,77779,/ParkingHIZeroBias4/Run2017H-17Nov2017-v1/AOD,T1_IT_CNAF_Tape,AOD,3.22015,Run 2 pre-legacy data
52063,77780,77780,/ParkingHIZeroBias1/Run2017H-17Nov2017-v1/AOD,T1_IT_CNAF_Tape,AOD,3.2173,Run 2 pre-legacy data
52064,77781,77781,/ParkingHIZeroBias9/Run2017H-17Nov2017-v1/AOD,T1_IT_CNAF_Tape,AOD,3.21573,Run 2 pre-legacy data
52065,77783,77783,/ParkingHIZeroBias6/Run2017H-17Nov2017-v1/AOD,T1_IT_CNAF_Tape,AOD,3.21551,Run 2 pre-legacy data
52076,77798,77798,/QCD_HT300to500_GenJets5_TuneCUETP8M1_13TeV-madgraphMLM-pythia8/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/AODSIM,T1_IT_CNAF_Tape,AODSIM,3.15231,Run 2 pre-legacy MC
52099,77842,77842,/EphemeralHLTPhysics6/Run2018D-PromptReco-v2/AOD,T1_IT_CNAF_Tape,AOD,3.01852,Run 2 pre-legacy data
52100,77843,77843,/EphemeralHLTPhysics1/Run2018D-PromptReco-v2/AOD,T1_IT_CNAF_Tape,AOD,3.01851,Run 2 pre-legacy data
52101,77844,77844,/EphemeralHLTPhysics4/Run2018D-PromptReco-v2/AOD,T1_IT_CNAF_Tape,AOD,3.01849,Run 2 pre-legacy data
52104,77849,77849,/SingleNeutrino/RunIIAutumn18DR-FlatPU0to75TuneCP1_102X_upgrade2018_realistic_v15_ext2-v1/AODSIM,T1_IT_CNAF_Tape,AODSIM,3.00839,Run 2 pre-legacy MC
52121,77873,77873,/BuToK_ToMuMu_MuFilter_SoftQCDnonD_TuneCP5_13TeV-pythia8-evtgen/RunIIAutumn18DR-PUPoissonAve20_102X_upgrade2018_realistic_v15-v2/AODSIM,T1_IT_CNAF_Tape,AODSIM,2.95796,Run 2 pre-legacy MC
52124,77878,77878,/SingleNeutrino/RunIIAutumn18DR-FlatPU0to75TuneCP1_102X_upgrade2018_realistic_v15_ext4-v1/AODSIM,T1_IT_CNAF_Tape,AODSIM,2.94858,Run 2 pre-legacy MC
52132,77890,77890,/SUSYGluGluToHToAA_AToBB_AToTauTau_M-60_TuneCUETP8M1_13TeV_madgraph_pythia8/RunIISummer16DR80-80X_mcRun2_asymptotic_2016_TrancheIV_v6_ext2-v1/AODSIM,T1_IT_CNAF_Tape,AODSIM,2.90792,Run 2 pre-legacy MC
52137,77896,77896,/Single_Pion_gun_E_2to200_13TeV_pythia8/RunIIWinter19PFCalibDR-2018ConditionsNoPU_105X_upgrade2018_realistic_v4-v1/GEN-SIM-RECO,T1_IT_CNAF_Tape,GEN-SIM-RECO,2.89014,Run 2 pre-legacy MC
52142,77904,77904,/SingleNeutrinoGun/RunIIAutumn18DR-102X_upgrade2018_realistic_v15_ext1-v2/AODSIM,T1_IT_CNAF_Tape,AODSIM,2.86846,Run 2 pre-legacy MC
52145,77908,77908,/DoubleElectron_FlatPt-1To300/RunIISummer17DRStdmix-FlatPU0to60_92X_upgrade2017_realistic_v10-v1/AODSIM,T1_IT_CNAF_Tape,AODSIM,2.86256,Run 2 pre-legacy MC
52146,77909,77909,/DoubleElectron_FlatPt-1To300/RunIISummer17DRStdmix-FlatPU0to60_92X_upgrade2017_realistic_PerfectEcalIc_EGM_PFCalib-v1/AODSIM,T1_IT_CNAF_Tape,AODSIM,2.8621,Run 2 pre-legacy MC
52147,77910,77910,/DoublePhoton_FlatPt-300To6500/RunIISummer17DRStdmix-FlatPU0to60_92X_upgrade2017_realistic_v10-v1/AODSIM,T1_IT_CNAF_Tape,AODSIM,2.85739,Run 2 pre-legacy MC
52154,77917,77917,/DoublePhoton_FlatPt-300To6500/RunIISummer17DRStdmix-FlatPU0to60_92X_upgrade2017_realistic_PerfectEcalIc_EGM_PFCalib-v1/AODSIM,T1_IT_CNAF_Tape,AODSIM,2.82156,Run 2 pre-legacy MC
52160,77926,77926,/SUSYGluGluToHToAA_AToBB_AToTauTau_M-45_TuneCUETP8M1_13TeV_madgraph_pythia8/RunIISummer16DR80-80X_mcRun2_asymptotic_2016_TrancheIV_v6_ext2-v1/AODSIM,T1_IT_CNAF_Tape,AODSIM,2.80378,Run 2 pre-legacy MC
52162,77928,77928,/QCD_Pt-15to20_MuEnrichedPt5_TuneCP5_13TeV_pythia8/RunIIFall18GS-102X_upgrade2018_realistic_v11-v3/GEN-SIM,T1_IT_CNAF_Tape,GEN-SIM,2.80081,Run 2 pre-legacy MC
52163,77930,77930,/TTJets_SingleLeptFromTbar_TuneCUETP8M1_13TeV-madgraphMLM-pythia8/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/AODSIM,T1_IT_CNAF_Tape,AODSIM,2.78043,Run 2 pre-legacy MC
