dataset,RSE Name,dataset_size_in_rse_tb,last_access_time_of_dataset_in_rse,last_access_time_of_dataset_in_rse,#_files_of_dataset_in_rse,#_accessed_files_of_dataset_in_rse,unique_accounts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/G1Jet_Pt-50To100_TuneCUETP8M1_13TeV-amcatnlo-pythia8/RunIISummer16MiniAODv2-PUMoriond17_80X_mcRun2_asymptotic_2016_TrancheIV_v6_ext1-v2/MINIAODSIM,T2_US_Purdue,2.91579,7/26/20,1595748564000,1337,1337,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/QCD_Inclusive_VBFFilter_TuneCUETP8M1_13TeV-madgraphMLM-pythia8/RunIISummer16MiniAODv2-PUMoriond17_VBFPostMGFilter_80X_mcRun2_asymptotic_2016_TrancheIV_v6-v1/MINIAODSIM,T1_US_FNAL_Disk,4.7178,1/1/70,0,1954,1954,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/TT_hdampUP_TuneCUETP8M2T4_13TeV-powheg-pythia8/RunIISummer16MiniAODv2-PUMoriond17_80X_mcRun2_asymptotic_2016_TrancheIV_v6_ext1-v1/MINIAODSIM,T1_US_FNAL_Disk,1.29548,5/29/20,1590725266000,577,577,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/QCD_HT500to700_TuneCP5_PSWeights_13TeV-madgraphMLM-pythia8/RunIISummer19UL17MiniAOD-106X_mc2017_realistic_v6_ext1-v1/MINIAODSIM,T2_IN_TIFR,3.13306,9/17/21,1631919419000,846,846,['crab_tape_recall'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/QCD_Pt_1000to1400_TuneCP5_13TeV_pythia8/RunIISummer20UL16MiniAODAPV-106X_mcRun2_asymptotic_preVFP_v8-v2/MINIAODSIM,T1_US_FNAL_Disk,1.05946,8/20/21,1629462579000,360,360,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/SingleElectron/Run2016E-21Feb2020_UL2016_HIPM_rsb-v1/AOD,T2_CH_CSCS,1.31918,10/11/20,1602384255000,210,210,['sync_t2_ch_cscs'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/TTTo2L2Nu_TuneCP5_PSweights_erdON_13TeV-powheg-pythia8/RunIISummer16MiniAODv3-PUMoriond17_94X_mcRun2_asymptotic_v3_ext2-v1/MINIAODSIM,T1_US_FNAL_Disk,1.31632,7/29/21,1627557582000,421,421,"['transfer_ops', 'sync_t2_fr_ccin2p3']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/JetHT/Run2016B-18Apr2017_ver2-v1/MINIAOD,T2_UK_London_IC,3.44733,3/9/20,1583745387000,1276,1276,['t2_uk_london_ic_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/SingleElectron/Run2016F-18Apr2017-v1/MINIAOD,T2_UK_London_IC,1.83657,1/1/70,0,638,638,['t2_uk_london_ic_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/SingleMuon/Run2016G-07Aug17-v1/MINIAOD,T2_DE_DESY,3.48613,7/25/21,1627222424000,1687,1687,['t2_de_desy_local_users'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/SingleMuon/Run2017E-17Nov2017-v1/MINIAOD,T2_DE_DESY,5.0636,9/30/20,1601473496000,1669,1669,['t2_de_desy_local_users'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/DoubleEG/Run2017F-09May2018-v1/MINIAOD,T2_US_Purdue,2.98062,1/1/70,0,1099,1099,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/JetHT/Run2018B-12Nov2019_UL2018-v2/AOD,T2_IT_Legnaro,27.95075,12/27/20,1609051212000,9621,9621,['crab_tape_recall'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/MinimumBias9/Run2018B-12Nov2019_UL2018-v1/AOD,T2_US_Vanderbilt,1.4572,1/1/70,0,391,391,['tuos'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/Charmonium/Run2018D-12Nov2019_UL2018-v1/AOD,T2_UK_London_IC,8.14139,9/23/21,1632430639000,2177,2177,['crab_tape_recall'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/QCD_Pt-15to7000_TuneCP5_Flat2018_13TeV_pythia8/RunIISummer19UL16GENAPV-106X_mcRun2_asymptotic_preVFP_v8_ext1-v1/GEN,T1_US_FNAL_Disk,1.31514,9/16/20,1600285737000,437,437,['sync_t1_us_fnal_disk'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/TT_TuneCP5_14TeV-powheg-pythia8/Phase2HLTTDRWinter20DIGI-PU140_110X_mcRun4_realistic_v3-v2/GEN-SIM-DIGI-RAW,T1_ES_PIC_Disk,6.33833,8/27/20,1598496032000,978,978,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/JetHT/Run2018D-JetHTJetPlusHOFilter-12Nov2019_UL2018_rsb-v1/RAW-RECO,T1_US_FNAL_Disk,1.30004,6/27/20,1593228289000,398,398,['sync_t1_us_fnal_disk'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/HeavyFlavor/Run2017G-09Aug2019_UL2017-v1/AOD,T2_ES_CIEMAT,1.29645,10/11/20,1602379692000,446,446,['sync_t2_es_ciemat'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/SMS-T5qqqqHH_mGl-1000to2550_mN1-0to1600_TuneCP2_13TeV-madgraphMLM-pythia8/RunIIFall17MiniAODv2-PUFall17Fast_94X_mc2017_realistic_v15-v1/MINIAODSIM,T1_US_FNAL_Disk,1.19735,8/30/21,1630344519000,434,434,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/TTToHadronic_hdampDOWN_TuneCP5_PSweights_13TeV-powheg-pythia8/RunIIFall17MiniAODv2-PU2017_12Apr2018_new_pmx_94X_mc2017_realistic_v14-v1/MINIAODSIM,T2_DE_DESY,1.49298,7/27/21,1627367967000,418,418,['t2_de_desy_local_users'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/TTJets_SingleLeptFromTbar_TuneCUETP8M1_13TeV-madgraphMLM-pythia8/RunIISummer16MiniAODv2-PUMoriond17_80X_mcRun2_asymptotic_2016_TrancheIV_v6_ext1-v1/MINIAODSIM,T2_IT_Legnaro,2.13276,9/25/20,1601061340000,559,559,['t2_it_legnaro_local_users'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/QCD_HT100to200_TuneCP5_PSWeights_13TeV-madgraphMLM-pythia8/RunIISummer19UL18MiniAODv2-106X_upgrade2018_realistic_v16_L1v1-v1/MINIAODSIM,T1_US_FNAL_Disk,1.01402,9/22/21,1632313682000,261,261,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/DYJetsToLL_Pt-100To250_MatchEWPDG20_TuneCP5_13TeV-amcatnloFXFX-pythia8/RunIISummer20UL16MiniAOD-106X_mcRun2_asymptotic_v13-v2/MINIAODSIM,T1_US_FNAL_Disk,3.13118,2/4/21,1612410099000,944,944,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/TTTo2L2Nu_mtop173p5_TuneCP5_13TeV-powheg-pythia8/RunIISummer20UL18MiniAODv2-106X_upgrade2018_realistic_v16_L1v1-v1/MINIAODSIM,T1_US_FNAL_Disk,1.3923,1/1/70,0,534,534,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/QCD_HT-100To250_TuneZ2Star_7TeV-madgraph-pythia6/Summer12-LowPU2010_DR42_BS2011_PU_S0_START42_V17B-v1/AODSIM,T3_CH_CERN_OpenData,1.27649,1/1/70,0,395,395,['t3_ch_cern_opendata_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/JPsiToMuMu_2MuPtEtaFilter_tuneD6T_8TeV-pythia6-evtgen/Summer12_DR53X-PU_RD2_START53_V19F-v2/AODSIM,T3_CH_CERN_OpenData,5.02433,1/1/70,0,1580,1580,['t3_ch_cern_opendata_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/TTJets_HadronicMGDecays_8TeV-madgraph/Summer12_DR53X-PU_RD1_START53_V7N-v1/AODSIM,T3_CH_CERN_OpenData,10.42632,1/1/70,0,3119,3119,['t3_ch_cern_opendata_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/ZeroBias14/Run2022A-PromptReco-v1/MINIAOD,T1_US_FNAL_Disk,1.02649,1/1/70,0,467,467,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/TT_TuneCUETP8M2T4_13TeV-powheg-isrdown-pythia8/RunIISummer16MiniAODv2-PUMoriond17_80X_mcRun2_asymptotic_2016_TrancheIV_v6_ext1-v1/MINIAODSIM,T1_US_FNAL_Disk,1.3106,5/22/20,1590128675000,359,359,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/MuonEGammaTOTEM/Run2018C-28Feb2019_resub-v2/RECO,T2_BE_IIHE,1.2963,1/30/20,1580344093000,275,275,['sync_t2_be_iihe'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/Muplus_E-200To4000_positiveOE-gun/Run3Winter20DRPremixMiniAOD-110X_mcRun3_2021_realistic_v6-v1/GEN-SIM-RECO,T1_ES_PIC_Disk,1.40946,1/1/70,0,86,86,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/DoubleEG/Run2016E-PromptReco-v2/MINIAOD,T2_UK_London_IC,1.34155,1/1/70,0,581,581,['t2_uk_london_ic_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/DoubleEG/Run2017C-PromptReco-v3/MINIAOD,T2_BE_IIHE,1.04051,1/1/70,0,444,444,['t2_be_iihe_local_users'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/EGamma/Run2018B-17Sep2018-v1/MINIAOD,T2_CH_CERN,5.63802,9/19/21,1632080168000,1941,1941,['t2_ch_cern_local_users'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/Commissioning/Run2018D-PromptReco-v2/MINIAOD,T1_US_FNAL_Disk,1.16506,1/1/70,0,767,767,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/MuonEGammaTOTEM/Run2018C-28Feb2019_resub-v2/RECO,T2_UK_London_Brunel,1.2963,1/30/20,1580344093000,275,275,['sync_t2_uk_london_brunel'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/BdToDstarMuNu_SoftQCDnonD_TuneCP5_13TeV-pythia8-evtgen/RunIIAutumn18MiniAOD-Custom_RDStar_BParking_102X_upgrade2018_realistic_v15_ext1-v3/MINIAODSIM,T1_US_FNAL_Disk,9.75552,10/2/21,1633215948000,2817,2817,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/DY2JetsToLL_M-50_LHEZpT_150-250_TuneCP5_13TeV-amcnloFXFX-pythia8/RunIIFall17MiniAODv2-PU2017_12Apr2018_94X_mc2017_realistic_v14-v1/MINIAODSIM,T1_US_FNAL_Disk,2.0588,5/22/20,1590171406000,579,579,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/QCD_HT100to200_TuneCUETP8M1_13TeV-madgraphMLM-pythia8/RunIISpring15MiniAODv2-74X_mcRun2_asymptotic_v2-v1/MINIAODSIM,T3_CH_PSI,1.8322,1/1/70,0,1903,1903,['t3_ch_psi_local_users'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/QCD_Pt_1000to1400_TuneCP5_13TeV_pythia8/RunIISpring18DRPremix-100X_upgrade2018_realistic_v10-v1/AODSIM,T2_IT_Pisa,2.33008,1/1/70,0,253,253,['t2_it_pisa_local_users'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/DYToLL_2J_13TeV-amcatnloFXFX-pythia8/RunIISummer16MiniAODv2-PUMoriond17_80X_mcRun2_asymptotic_2016_TrancheIV_v6_ext1-v1/MINIAODSIM,T2_BE_UCL,1.68352,4/16/20,1587078529000,671,671,['t2_be_ucl_local_users'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/TTToHadronic_TuneCP5CR2_13TeV-powheg-pythia8/RunIISummer20UL16MiniAODAPV-106X_mcRun2_asymptotic_preVFP_v8-v2/MINIAODSIM,T1_US_FNAL_Disk,1.53531,7/26/21,1627318156000,444,444,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/WminusJetsToMuNu_TuneCP5_13TeV-powhegMiNNLO-pythia8-photos/RunIISummer20UL16MiniAODAPV-106X_mcRun2_asymptotic_preVFP_v8-v1/MINIAODSIM,T2_US_Florida,6.78473,1/26/21,1611621019000,2362,2362,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/ST_t-channel_top_4f_InclusiveDecays_TuneCP5CR2_13TeV-powheg-madspin-pythia8/RunIISummer20UL18MiniAOD-106X_upgrade2018_realistic_v11_L1v1-v1/MINIAODSIM,T1_US_FNAL_Disk,1.80608,1/1/70,0,918,918,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/PADTrack2/PARun2016D-PromptReco-v1/AOD,T2_US_Vanderbilt,1.29506,1/1/70,0,486,486,['sync_t2_us_vanderbilt'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/QCD_Pt-170to300_TuneZ2star_8TeV_pythia6/Summer12_DR53X-PU_S10_START53_V7A-v2/AODSIM,T2_FR_GRIF_IRFU,2.21178,1/1/70,0,578,578,['t2_fr_grif_irfu_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/QCD_Pt-30to50_TuneZ2star_8TeV_pythia6/Summer12_DR53X-PU_S10_START53_V7A-v2/AODSIM,T2_FR_GRIF_IRFU,1.99331,1/1/70,0,563,563,['t2_fr_grif_irfu_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/ST_t-channel_top_4f_inclusiveDecays_13TeV_PSweights-powhegV2-madspin/RunIISummer16MiniAODv3-PUMoriond17_94X_mcRun2_asymptotic_v3-v3/MINIAODSIM,T1_US_FNAL_Disk,2.50669,10/21/20,1603261701000,675,675,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/TTTo2L2Nu_widthx1p3_TuneCP5_13TeV-powheg-pythia8/RunIISummer20UL18MiniAODv2-106X_upgrade2018_realistic_v16_L1v1-v1/MINIAODSIM,T2_US_UCSD,1.20466,7/22/21,1626964799000,451,451,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/DYJetsToLL_M-50_TuneZ2Star_8TeV-madgraph-tarball/Summer12_DR53X-No_PU_RD1_START53_V7N-v1/AODSIM,T3_CH_CERN_OpenData,1.10944,1/1/70,0,348,348,['t3_ch_cern_opendata_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/DoubleMuon/Run2016B-07Aug17_ver2-v1/MINIAOD,T2_US_MIT,1.71805,1/1/70,0,736,736,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/DoubleMuon/Run2016B-17Jul2018_ver2-v1/MINIAOD,T2_CH_CERN,1.735,8/1/21,1627803371000,451,451,['t2_ch_cern_local_users'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/SingleMuon/Run2016B-21Feb2020_UL2016_HIPM_WMass_MiniAODv2-v1/MINIAOD,T1_US_FNAL_Disk,2.58899,1/1/70,0,666,666,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/DoubleEG/Run2016C-PromptReco-v2/MINIAOD,T2_UK_London_IC,1.28231,1/1/70,0,585,585,['t2_uk_london_ic_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/JetHT/Run2017C-09Aug2019_UL2017_DQMresub-v1/MINIAOD,T1_US_FNAL_Disk,3.46375,12/16/20,1608136301000,1237,1237,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/JetHT/Run2017F-TkAlMinBias-09Aug2019_UL2017-v1/ALCARECO,T2_DE_DESY,8.43949,11/10/20,1605005115000,2916,2916,['t2_de_desy_local_users'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/SingleElectron/Run2017F-09Aug2019_UL2017_EcalRecovery-v1/AOD,T2_FR_IPHC,4.14961,7/15/21,1626364448000,1326,1326,['crab_tape_recall'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/QCD_pThat-15_bJet_TuneCP5_5p02TeV_pythia8/RunIIpp5Spring18DR-94X_mc2017_realistic_forppRef5TeV_v1-v1/AODSIM,T2_FR_GRIF_LLR,1.29393,2/16/21,1613491405000,358,358,['sync_t2_fr_grif_llr'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/QCD_HT700to1000_TuneCUETP8M1_13TeV-madgraphMLM-pythia8/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/AODSIM,T3_US_FNALLPC,3.97062,1/1/70,0,1325,1325,['t3_us_fnallpc_local_users'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/QCD_Pt_470to600_TuneCP5_13TeV_pythia8/RunIIFall17DRPremix-PU2017_94X_mc2017_realistic_v11_ext1-v3/GEN-SIM-RECODEBUG,T1_US_FNAL_Disk,4.99913,1/1/70,0,347,347,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/DMSimp_monojet_NLO_FXFX_GQ0p25_GDM1p0_TuneCP5_madgraph-pythia8/RunIIFall17MiniAODv2-PU2017_12Apr2018_rpscan_94X_mc2017_realistic_v14-v1/MINIAODSIM,T2_US_Nebraska,1.2024,10/17/20,1602893983000,426,426,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/ST_t-channel_top_4f_InclusiveDecays_TuneCP5down_PSweights_13TeV-powheg-pythia8/RunIIFall17MiniAODv2-PU2017_12Apr2018_94X_mc2017_realistic_v14-v1/MINIAODSIM,T2_US_Purdue,2.31652,5/22/20,1590180940000,1026,1026,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/DiPhotonJetsBox_MGG-80toInf_13TeV-Sherpa/RunIISummer16MiniAODv2-PUMoriond17_80X_mcRun2_asymptotic_2016_TrancheIV_v6-v1/MINIAODSIM,T2_US_Nebraska,2.11874,1/1/70,0,1007,1007,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/WToLNu_2J_13TeV-amcatnloFXFX-pythia8/RunIISummer16MiniAODv2-PUMoriond17_80X_mcRun2_asymptotic_2016_TrancheIV_v6_ext1-v1/MINIAODSIM,T2_US_Wisconsin,1.7136,10/20/20,1603218694000,692,692,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/SMS-T2tt_mStop-150to250_TuneCUETP8M1_13TeV-madgraphMLM-pythia8/RunIISummer16MiniAODv3-PUSummer16v3Fast_94X_mcRun2_asymptotic_v3-v1/MINIAODSIM,T1_US_FNAL_Disk,1.24525,5/11/20,1589176852000,451,451,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/ST_t-channel_antitop_4f_inclusiveDecays_TuneCUETP8M1down_13TeV_PSweights-powhegV2-madspin-pythia8/RunIISummer16MiniAODv3-PUMoriond17_94X_mcRun2_asymptotic_v3-v1/MINIAODSIM,T2_US_Florida,1.38022,5/21/20,1590051680000,415,415,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/QCD_Pt-120To170_MuEnrichedPt5_TuneCP5_13TeV-pythia8/RunIISummer20UL17MiniAODv2-106X_mc2017_realistic_v9-v2/MINIAODSIM,T1_US_FNAL_Disk,1.26276,1/1/70,0,473,473,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/DYJetsToLL_Pt-50To100_MatchEWPDG20_TuneCP5_13TeV-amcatnloFXFX-pythia8/RunIISummer20UL18MiniAODv2-106X_upgrade2018_realistic_v16_L1v1-v1/MINIAODSIM,T1_US_FNAL_Disk,2.66268,7/26/21,1627298404000,1142,1142,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/RelValSingleEFlatPt1p5To8/CMSSW_11_1_0_pre2-PU25ns_110X_mcRun4_realistic_v2_2026D49PU200_HS-v1/GEN-SIM-DIGI-RAW,T2_UK_SGrid_RALPP,6.04117,1/1/70,0,1000,1000,['t2_uk_sgrid_ralpp_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/TTTo2L2Nu_TuneCP5_PSweights_mtop1755_13TeV-powheg-pythia8/RunIISummer16MiniAODv3-PUMoriond17_backup_94X_mcRun2_asymptotic_v3_ext1-v1/MINIAODSIM,T2_US_Purdue,1.29387,7/30/21,1627648032000,385,385,"['transfer_ops', 'sync_t2_fr_ccin2p3']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/SinglePhoton/Run2016B-EXOMONOPOLE-21Feb2020_UL2016_HIPM-v2/USER,T2_PT_NCG_Lisbon,1.29,5/8/20,1588954130000,382,382,['sync_t2_pt_ncg_lisbon'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/SingleMuon/Run2016D-23Sep2016-v1/MINIAOD,T2_UK_London_IC,2.07649,11/7/20,1604710181000,1060,1060,['t2_uk_london_ic_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/SingleElectron/Run2016E-03Feb2017-v1/MINIAOD,T2_IT_Legnaro,3.9263,10/23/20,1603444030000,1008,1008,['t2_it_legnaro_local_users'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/MuonEG/Run2016G-17Jul2018-v1/MINIAOD,T2_CH_CERN,1.03036,8/5/21,1628137591000,302,302,['t2_ch_cern_local_users'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/SingleElectron/Run2017E-PromptReco-v1/MINIAOD,T1_US_FNAL_Disk,3.73296,1/1/70,0,1358,1358,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/EGamma/Run2018A-22Jun2018-v1/MINIAOD,T1_US_FNAL_Disk,5.28199,6/2/20,1591069597000,1721,1721,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/EphemeralHLTPhysics1/Run2018D-v1/RAW,T1_US_FNAL_Disk,7.79493,9/22/21,1632318875000,2172,2172,['t1_us_fnal_disk_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/ZeroBias6/Run2022A-PromptReco-v1/MINIAOD,T1_US_FNAL_Disk,1.03227,1/1/70,0,461,461,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/GJet_Pt-40toInf_DoubleEMEnriched_MGG-80toInf_TuneCUETP8M1_14TeV_Pythia8/PhaseIITDRFall17DR-PU200_93X_upgrade2023_realistic_v2-v1/GEN-SIM-RECO,T1_US_FNAL_Disk,9.99828,1/1/70,0,290,290,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/BsToJpsiPhi_MuonFilter_SoftQCDnonD_TuneCP5_13TeV-pythia8-evtgen/RunIIFall17MiniAODv2-PU2017_12Apr2018_94X_mc2017_realistic_v14-v1/MINIAODSIM,T2_US_Purdue,2.89428,9/21/20,1600690630000,1335,1335,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/EGamma/CMSSW_11_0_0_pre5-103X_dataRun2_HLT_relval_v8_RelVal_2018B-v1/FEVTDEBUGHLT,T1_US_FNAL_Disk,1.28576,1/1/70,0,100,100,['sync_t1_us_fnal_disk'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/WJetsToLNu_HT-100To200_TuneCP5_13TeV-madgraphMLM-pythia8/RunIISummer20UL17MiniAODv2-106X_mc2017_realistic_v9-v1/MINIAODSIM,T1_US_FNAL_Disk,2.26121,7/23/21,1627043658000,593,593,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/TTToHadronic_mtop178p5_TuneCP5_13TeV-powheg-pythia8/RunIISummer20UL18MiniAOD-106X_upgrade2018_realistic_v11_L1v1-v2/MINIAODSIM,T2_US_Purdue,2.18695,7/10/21,1625897730000,759,759,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/DoubleEG/Run2016E-03Feb2017-v1/MINIAOD,T2_US_Purdue,1.75467,12/11/20,1607716201000,464,464,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/BdToPsiKstar_BMuonFilter_SoftQCDnonD_TuneCP5_13TeV-pythia8-evtgen/RunIISummer20UL17MiniAODv2-106X_mc2017_realistic_v9-v2/MINIAODSIM,T1_US_FNAL_Disk,2.19963,1/1/70,0,548,548,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/ZeroBias4/Commissioning2021-v1/RAW,T1_US_FNAL_Disk,17.5913,1/1/70,0,3041,3041,['tier0_prod'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/EGamma/CMSSW_11_0_0_pre6-103X_dataRun2_HLT_relval_v8_RelVal_2018B-v1/FEVTDEBUGHLT,T1_US_FNAL_Disk,1.28576,1/1/70,0,100,100,['sync_t1_us_fnal_disk'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/DoubleMuParked/Run2012C-22Jan2013-v1/AOD,T3_CH_CERN_OpenData,10.73902,1/1/70,0,2920,2920,['t3_ch_cern_opendata_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/TauParked/Run2012C-22Jan2013-v1/AOD,T3_CH_CERN_OpenData,16.48607,1/1/70,0,4411,4411,['t3_ch_cern_opendata_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/JetHT/Run2016C-PromptReco-v2/MINIAOD,T2_US_Florida,1.41189,1/1/70,0,640,640,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/JetHT/Run2018D-12Nov2019_UL2018-v3/MINIAOD,T2_US_Nebraska,1.2841,1/1/70,0,439,439,['sync_t2_us_nebraska'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/SingleMuon/Run2016G-PromptReco-v1/MINIAOD,T2_UK_London_IC,3.58277,1/1/70,0,1684,1684,['t2_uk_london_ic_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/MET/Run2016H-PromptReco-v2/MINIAOD,T1_US_FNAL_Disk,1.17102,1/1/70,0,642,642,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/SingleMuon/Run2018B-PromptReco-v1/MINIAOD,T2_US_Florida,3.74274,11/26/20,1606372228000,1252,1252,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/EGamma/CMSSW_11_0_0_pre6-103X_dataRun2_HLT_relval_v8_PHATTEST_RelVal_2018B-v1/FEVTDEBUGHLT,T1_US_FNAL_Disk,1.27291,1/1/70,0,99,99,['sync_t1_us_fnal_disk'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/ZeroBias0/Run2022B-PromptReco-v1/MINIAOD,T1_US_FNAL_Disk,1.93048,1/1/70,0,685,685,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/QCD_Pt_50to80_TuneCP5_14TeV_pythia8/Phase2HLTTDRWinter20DIGI-PU200_110X_mcRun4_realistic_v3-v2/GEN-SIM-DIGI-RAW,T1_DE_KIT_Disk,4.99524,1/1/70,0,337,337,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/SMS-T8bbllnunu_XCha0p5_XSlep0p5_TuneCP2_13TeV-madgraphMLM-pythia8/RunIIAutumn18MiniAOD-PUFall18Fast_102X_upgrade2018_realistic_v15-v1/MINIAODSIM,T2_US_MIT,1.69621,5/19/20,1589919074000,523,523,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
