,dataset,RSE Name,dataset_size_in_rse_tb,last_access_time_of_dataset_in_rse,last_access_time_of_dataset_in_rse.1,#_files_of_dataset_in_rse,#_accessed_files_of_dataset_in_rse,unique_accounts,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,category
1169,/Z2JetsToNuNu_M-50_LHEFilterPtZ-150To250_MatchEWPDG20_TuneCP5_13TeV-amcatnloFXFX-pythia8/RunIISummer20UL18MiniAODv2-106X_upgrade2018_realistic_v16_L1v1-v2/MINIAODSIM,T1_US_FNAL_Disk,1.24547,1/1/70,0,365,365,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy MC
1171,/SingleMuon/Run2016C-21Feb2020_UL2016_HIPM_WMass-v1/MINIAOD,T1_US_FNAL_Disk,1.55989,12/16/20,1608155472000,519,519,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy data
1181,/JetHT/Run2018A-ForValUL2018-v1/AOD,T1_ES_PIC_Disk,1.04387,1/1/70,0,332,332,['crab_tape_recall'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy data
1182,/JetHT/Run2018D-TkAlMinBias-12Nov2019_UL2018-v3/ALCARECO,T2_CH_CERN,5.39218,1/1/70,0,1531,1531,['sync_t2_ch_cern'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy data
1185,/DoublePhotonNoMaterial_FlatPt-0p01To10/Run3Summer21MiniAOD-FlatPU0to70Ext21ZM_Ext21ZM_NoMaterial_120X_mcRun3_2021_realistic_v5-v3/MINIAODSIM,T1_US_FNAL_Disk,2.08118,1/1/70,0,513,513,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 3
1186,/DoublePion_E-50_HCA/Run3Winter20DRPremixMiniAOD-110X_mcRun3_2021_realistic_v6-v1/GEN-SIM-DIGI-RAW,T1_US_FNAL_Disk,4.99919,6/30/20,1593532076000,412,412,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 3
1195,/WminusJetsToMuNu_TuneCP5_13TeV-powhegMiNNLO-pythia8-photos/RunIISummer20UL16MiniAODv2-106X_mcRun2_asymptotic_v17-v1/MINIAODSIM,T1_US_FNAL_Disk,4.03999,1/1/70,0,1020,1020,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy MC
1197,/SingleMuon/Run2017D-25Jul2019_UL2017-v1/AOD,T2_BE_UCL,5.32431,1/1/70,0,1924,1924,['sync_t2_be_ucl'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy data
1200,/ZeroBias11/Commissioning2021-PromptReco-v1/AOD,T1_US_FNAL_Disk,1.10629,1/1/70,0,373,373,['tier0_prod'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Commissioning + Cosmics
1201,/Cosmics/Commissioning2022-v1/RAW,T2_IT_Bari,2.24158,1/1/70,0,405,405,['fsimone'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Commissioning + Cosmics
1208,/MuOnia/Run2017C-UL2017_MiniAODv2-v1/MINIAOD,T1_US_FNAL_Disk,1.23094,7/27/21,1627350941000,325,325,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy data
1212,/DYJets_incl_MLL-50_TuneCP5_14TeV-madgraphMLM-pythia8/Run3Summer21MiniAOD-FlatPU0to70IDEALGT_120X_mcRun3_2021_realistic_v5-v2/MINIAODSIM,T2_US_UCSD,1.94358,1/1/70,0,500,500,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 3
1221,/SMS-T2bt-LLChipm_ctau-200_mLSP-150_TuneCUETP8M1_13TeV-madgraphMLM-pythia8/RunIISummer16DR80Premix-PUMoriond17_longlived_80X_mcRun2_asymptotic_2016_TrancheIV_v6-v2/AODSIM,T2_DE_DESY,1.03741,1/1/70,0,344,344,['t2_de_desy_local_users'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 pre-legacy MC
1224,/WGToLNuG_01J_5f_PDFWeights_TuneCP5_13TeV-amcatnloFXFX-pythia8/RunIISummer20UL18MiniAOD-106X_upgrade2018_realistic_v11_L1v1-v1/MINIAODSIM,T2_US_Florida,1.14526,1/18/21,1611010340000,341,341,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy MC
1225,/WJetsToLNu_HT-200To400_TuneCP5_13TeV-madgraphMLM-pythia8/RunIISummer20UL18MiniAODv2-106X_upgrade2018_realistic_v16_L1v1-v1/MINIAODSIM,T1_US_FNAL_Disk,2.08781,7/26/21,1627260285000,815,815,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy MC
1226,/ZeroBias14/Commissioning2021-PromptReco-v1/AOD,T1_US_FNAL_Disk,1.10553,1/1/70,0,375,375,['tier0_prod'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Commissioning + Cosmics
1228,/VRRandom9/Commissioning2021-v1/RAW,T1_US_FNAL_Disk,1.60729,1/1/70,0,503,503,['tier0_prod'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Commissioning + Cosmics
1232,/JetHT/Run2018D-LogError-12Nov2019_UL2018_rsb-v1/RAW-RECO,T1_RU_JINR_Disk,5.24552,11/4/20,1604451478000,1468,1468,['sync_t1_ru_jinr_disk'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy data
1235,/QCD_Pt-30to50_EMEnriched_TuneCP5_14TeV_pythia8/Run3Summer21MiniAOD-FlatPU0to70IDEALGT_120X_mcRun3_2021_realistic_v5-v2/MINIAODSIM,T2_US_Caltech,1.13258,1/1/70,0,291,291,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 3
1236,/ggH_HToSSTodddd_MH-125_TuneCP5_13TeV-powheg-pythia8/RunIIFall17DRPremix-PU2017_rp_94X_mc2017_realistic_v11-v1/GEN-SIM-RECO,T2_DE_DESY,5.18253,8/29/20,1598674132000,180,180,['sync_t2_de_desy'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 pre-legacy MC
1239,/SMS-T2bt-LLChipm_ctau-200_mLSP-1_TuneCUETP8M1_13TeV-madgraphMLM-pythia8/RunIISummer16DR80Premix-PUMoriond17_longlived_80X_mcRun2_asymptotic_2016_TrancheIV_v6-v2/AODSIM,T2_DE_DESY,1.04449,1/1/70,0,398,398,['t2_de_desy_local_users'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 pre-legacy MC
1240,/TTJets_TuneCUETP8M1_13TeV-madgraphMLM-pythia8/RunIISummer16DR80Premix-PUMoriond17_80X_mcRun2_asymptotic_2016_TrancheIV_v6-v1/AODSIM,T3_TW_NTU_HEP,3.67594,1/1/70,0,1047,1047,['t3_tw_ntu_hep_local_users'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 pre-legacy MC
1242,/BTagCSV/Run2016B-LogError-21Feb2020_UL2016_HIPM-v2/RAW-RECO,T1_ES_PIC_Disk,5.11672,5/9/20,1589003716000,1500,1500,['sync_t1_es_pic_disk'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy data
1244,/TTToSemiLeptonic_mtop178p5_TuneCP5_13TeV-powheg-pythia8/RunIISummer20UL16MiniAODv2-106X_mcRun2_asymptotic_v17-v1/MINIAODSIM,T1_US_FNAL_Disk,1.18544,7/31/21,1627768499000,543,543,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy MC
1245,/TTToHadronic_mtop173p5_TuneCP5_13TeV-powheg-pythia8/RunIISummer20UL17MiniAOD-106X_mc2017_realistic_v6-v2/MINIAODSIM,T1_US_FNAL_Disk,3.53165,8/12/21,1628744386000,1214,1214,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy MC
1246,/BsToJPsiPhi_JPsiToMuMu_PhiToKK_EtaPtFilter_SoftQCDnonD_TuneCP5_13TeV-pythia8-evtgen/RunIISummer20UL18MiniAODv2-106X_upgrade2018_realistic_v16_L1v1-v1/MINIAODSIM,T1_US_FNAL_Disk,1.46005,8/14/21,1628933462000,422,422,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy MC
1247,/TTToSemileptonic_hdampUP_TuneCP5_13TeV-powheg-pythia8/RunIISummer20UL18MiniAODv2-FSUL18_106X_upgrade2018_realistic_v16_L1v1-v2/MINIAODSIM,T1_US_FNAL_Disk,6.89301,1/1/70,0,2022,2022,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy MC
1248,/TTToSemileptonic_hdampUP_TuneCP5_13TeV-powheg-pythia8/RunIISummer20UL18MiniAODv2-FSUL18_106X_upgrade2018_realistic_v16_L1v1-v2/MINIAODSIM,T2_UK_SGrid_RALPP,1.0662,1/1/70,0,315,315,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy MC
1249,/TToLeptons_t-channel_mass173_5_8TeV-powheg-tauola/Summer12_DR53X-PU_S10_START53_V19-v1/AODSIM,T3_CH_CERN_OpenData,1.04031,1/1/70,0,307,307,['t3_ch_cern_opendata_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DPOA
1252,/TTToHadronic_mtop178p5_TuneCP5_13TeV-powheg-pythia8/RunIISummer20UL17MiniAOD-106X_mc2017_realistic_v6-v2/MINIAODSIM,T2_US_Nebraska,1.21743,7/27/21,1627381469000,377,377,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy MC
1253,/Charmonium/Run2016B-21Feb2020_UL2016_HIPM-v1/MINIAOD,T2_US_Vanderbilt,4.25154,9/3/20,1599138352000,1438,1438,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy data
1258,/SingleMuon/Run2016F-21Feb2020_UL2016_HIPM_WMass-v1/MINIAOD,T2_US_Wisconsin,1.61613,12/17/20,1608245411000,612,612,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy data
1260,/SingleMuon/Run2016H-21Feb2020_UL2016-v1/AOD,T1_IT_CNAF_Disk,41.27897,9/22/21,1632320695000,12547,12547,['crab_tape_recall'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy data
1263,/HighEGJet/Run2017H-09Aug2019_UL2017_LowPU-v1/MINIAOD,T1_US_FNAL_Disk,3.12415,12/15/20,1608018083000,959,959,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy data
1264,/SingleMuon/Run2018C-ZMu-12Nov2019_UL2018-v2/RAW-RECO,T2_KR_KISTI,27.69105,9/22/21,1632324254000,8383,8383,['geonmo'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy data
1268,/DYToLL_M-50_TuneCP5_14TeV-pythia8_HCAL/Run3Winter20DRPremixMiniAOD-110X_mcRun3_2021_realistic_v6-v2/GEN-SIM-DIGI-RAW,T3_KR_KNU,5.09047,7/14/21,1626266749000,249,249,['sync_t2_kr_knu'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 3
1277,/QCD_Pt-80To120_MuEnrichedPt5_TuneCP5_13TeV-pythia8/RunIISummer20UL18MiniAODv2-106X_upgrade2018_realistic_v16_L1v1-v2/MINIAODSIM,T1_US_FNAL_Disk,1.4559,1/1/70,0,400,400,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy MC
1278,/TToLeptons_t-channel_herwig6_8TeV-aMCatNLO-tauola/Summer12_DR53X-PU_S10_START53_V19-v1/AODSIM,T3_CH_CERN_OpenData,1.21213,1/1/70,0,360,360,['t3_ch_cern_opendata_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DPOA
1284,/DoubleEG/Run2016B-21Feb2020_UL2016_HIPM-v1/MINIAOD,T1_US_FNAL_Disk,11.65697,6/17/20,1592400093000,3118,3118,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy data
1288,/JetHT/Run2018D-JetHTJetPlusHOFilter-12Nov2019_UL2018-v3/RAW-RECO,T2_US_UCSD,5.02338,1/1/70,0,1603,1603,['sync_t2_us_ucsd'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy data
1295,/QCD_HT100to200_TuneCUETP8M1_13TeV-madgraphMLM-pythia8/RunIISummer16DR80Premix-PUMoriond17_80X_mcRun2_asymptotic_2016_TrancheIV_v6-v1/AODSIM,T2_DE_DESY,1.93185,2/22/21,1614028039000,500,500,['t2_de_desy_local_users'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 pre-legacy MC
1297,/TTToHadronic_TuneCP5CR1_13TeV-powheg-pythia8/RunIISummer20UL16MiniAOD-106X_mcRun2_asymptotic_v13-v2/MINIAODSIM,T1_US_FNAL_Disk,1.20141,6/30/21,1625018956000,511,511,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy MC
1299,/SingleMuon/Run2018D-UL2018_MiniAODv2-v2/MINIAOD,T2_US_MIT,1.01994,1/1/70,0,301,301,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy data
1302,/ZeroBias16/Commissioning2021-v1/RAW,T1_US_FNAL_Disk,17.59123,1/1/70,0,3041,3041,['tier0_prod'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Commissioning + Cosmics
1309,/JetHT/Run2016F-21Feb2020_UL2016_HIPM-v1/MINIAOD,T1_US_FNAL_Disk,1.31605,9/21/21,1632221798000,513,513,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy data
1323,/JPsiToMuMuGun_Pt5To30-pythia8-photos/RunIISummer20UL16RECOAPV-NoPU_106X_mcRun2_asymptotic_preVFP_v8-v2/AODSIM,T2_CH_CERN,4.09912,10/29/20,1603941607000,1180,1180,['mdunser'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy MC
1324,/HbToJPsiMuMu_TuneCP5_13TeV-pythia8-evtgen/RunIISummer20UL18MiniAOD-106X_upgrade2018_realistic_v11_L1v1-v1/MINIAODSIM,T1_US_FNAL_Disk,1.28009,9/21/21,1632233690000,428,428,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy MC
1326,/DY1JetsToLL_M-50_8TeV_ext-madgraph/Summer12_DR53X-PU_S10_START53_V19-v1/AODSIM,T3_CH_CERN_OpenData,22.09858,1/1/70,0,5868,5868,['t3_ch_cern_opendata_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DPOA
1327,/DYJets_0p0_1p2_2p10_3p15_4p15_CT10_8TeV-sherpa/Summer12_DR53X-PU_RD1_START53_V7N-v1/AODSIM,T3_CH_CERN_OpenData,38.82317,1/1/70,0,10167,10167,['t3_ch_cern_opendata_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DPOA
1328,/DYToEE_M-50_NNPDF31_TuneCP5_14TeV-powheg-pythia8/Run3Summer19DRPremix-BACKFILL_2024Scenario_106X_mcRun3_2024_realistic_v4-v2/GEN-SIM-RAW,T2_IN_TIFR,4.93237,9/29/20,1601361215000,697,697,['sync_t2_in_tifr'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 3
1329,/WJetsToLNu_HT-70To100_TuneCP5_13TeV-madgraphMLM-pythia8/RunIISummer20UL17MiniAODv2-106X_mc2017_realistic_v9-v1/MINIAODSIM,T1_US_FNAL_Disk,2.0295,8/24/21,1629794591000,557,557,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy MC
1337,/JetHT/Run2018D-TkAlMinBias-12Nov2019_UL2018-v3/ALCARECO,T2_US_Wisconsin,4.85095,1/1/70,0,1380,1380,['sync_t2_us_wisconsin'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy data
1343,/BdToDStarX_ToD0Pi_inclusive_SoftQCD_TuneCP5_13TeV-pythia8-evtgen/RunIISummer20UL18MiniAODv2-Custom_RDStarPU_BParking_106X_upgrade2018_realistic_v16_L1v1-v2/MINIAODSIM,T1_US_FNAL_Disk,3.45999,1/1/70,0,897,897,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy MC
1344,/ST_t-channel_top_4f_InclusiveDecays_mtop1695_TuneCP5_13TeV-powheg-madspin-pythia8/RunIISummer20UL18MiniAODv2-106X_upgrade2018_realistic_v16_L1v1-v3/MINIAODSIM,T1_US_FNAL_Disk,1.9021,1/1/70,0,938,938,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy MC
1354,/BTagCSV/Run2017F-UL2017_MiniAODv2-v1/MINIAOD,T1_US_FNAL_Disk,1.44943,7/28/21,1627442109000,509,509,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy data
1356,/JetHT/Run2017C-25Jul2019_UL2017-v2/AOD,T2_UK_SGrid_RALPP,4.78261,1/1/70,0,959,959,['sync_t2_uk_sgrid_ralpp'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy data
1358,/JetHT/Run2017C-25Jul2019_UL2017-v2/AOD,T1_RU_JINR_Disk,4.78261,1/1/70,0,959,959,['sync_t1_ru_jinr_disk'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy data
1364,/WJetsToLNu_Pt-100To250_MatchEWPDG20_TuneCP5_13TeV-amcatnloFXFX-pythia8/RunIISummer20UL17MiniAOD-106X_mc2017_realistic_v6-v1/MINIAODSIM,T1_US_FNAL_Disk,7.93207,7/2/21,1625185083000,2161,2161,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy MC
1365,/DYToEE_M_20_TuneZ2star_8TeV_pythia6/Summer12_DR53X-NominalGeo_PU_S10_START53_V15-v1/GEN-SIM-RECODEBUG,T2_FR_GRIF_IRFU,4.72892,1/1/70,0,1000,1000,['sync_t2_fr_grif_irfu'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DPOA
1368,/RPCMonitor/Commissioning2022-v1/RAW,T1_US_FNAL_Disk,1.00717,1/1/70,0,5381,5381,['tier0_prod'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Commissioning + Cosmics
1373,/DoubleMuonLowMass/Run2017C-09Aug2019_UL2017-v1/MINIAOD,T2_US_MIT,1.83972,9/17/21,1631907876000,701,701,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy data
1377,/JetHT/Run2018D-LogError-12Nov2019_UL2018_rsb-v1/RAW-RECO,T2_US_UCSD,4.5768,11/4/20,1604450570000,1408,1408,['sync_t2_us_ucsd'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy data
1384,/BcToBsPi_EtaPtFilter_8TeV-bcvegpy2/Summer12_DR53X-PU_RD2_START53_V19F-v1/AODSIM,T3_CH_CERN_OpenData,1.01999,1/1/70,0,322,322,['t3_ch_cern_opendata_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DPOA
1385,/SingleMuon/Run2017F-SiPixelCalSingleMuon-ForPixelALCARECO_UL2017-v1/ALCARECO,T2_HU_Budapest,4.55462,2/1/21,1612215823000,1509,1509,['sync_t2_hu_budapest'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy data
1391,/HighEGJet/Run2017H-UL2017_MiniAODv2-v1/MINIAOD,T1_US_FNAL_Disk,2.1755,9/16/21,1631797900000,643,643,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy data
1393,/SingleMuon_PT0to200_eta1p4To3p1/Phase2HLTTDRWinter20DIGI-PU140_110X_mcRun4_realistic_v3-v2/GEN-SIM-DIGI-RAW,T1_RU_JINR_Disk,9.97875,7/15/20,1594830090000,596,596,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Upgrades
1394,/Muminus_E-200To4000_Barrel-gun/Run3Winter20DRPremixMiniAOD-110X_mcRun3_2021_realistic_v6-v1/GEN-SIM-RECO,T1_IT_CNAF_Disk,2.93414,1/1/70,0,156,156,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 3
1400,/TTToSemiLeptonic_mtop175p5_TuneCP5_13TeV-powheg-pythia8/RunIISummer20UL17MiniAODv2-106X_mc2017_realistic_v9-v1/MINIAODSIM,T2_US_Purdue,1.23851,10/10/21,1633833165000,275,275,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy MC
1401,/TT_CT10_AUET2_8TeV-powheg-herwig/Summer12_DR53X-PU_S10_START53_V19-v1/AODSIM,T3_CH_CERN_OpenData,11.5818,1/1/70,0,3205,3205,['t3_ch_cern_opendata_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DPOA
1402,/ZeroBias17/Commissioning2021-PromptReco-v1/AOD,T1_US_FNAL_Disk,1.1056,1/1/70,0,375,375,['tier0_prod'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Commissioning + Cosmics
1409,/SingleMuon/Run2018D-UL2018_MiniAODv2-v2/MINIAOD,T2_US_Nebraska,2.23029,1/1/70,0,639,639,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy data
1417,/ggH_HToSSTo4Tau_MH-125_TuneCP5_13TeV-powheg-pythia8/RunIIFall17DRPremix-PU2017_rp_94X_mc2017_realistic_v11-v1/GEN-SIM-RECO,T1_US_FNAL_Disk,4.99939,1/1/70,0,152,152,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 pre-legacy MC
1425,/QCD_Pt_800to1000_TuneCP5_13TeV_pythia8/RunIISummer20UL18MiniAOD-106X_upgrade2018_realistic_v11_L1v1-v2/MINIAODSIM,T1_US_FNAL_Disk,1.377,8/25/21,1629906058000,422,422,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy MC
1428,/ZprimeToMuMu_M-6000_TuneCP5_14TeV-pythia8/Phase2HLTTDRSummer20ReRECOMiniAOD-PU200_111X_mcRun4_realistic_T15_v1-v1/GEN-SIM-DIGI-RAW-MINIAOD,T3_US_FNALLPC,2.4744,1/1/70,0,228,228,['aperloff'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Upgrades
1430,/ZeroBias7/Commissioning2021-v1/RAW,T1_US_FNAL_Disk,17.59198,1/1/70,0,3041,3041,['tier0_prod'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Commissioning + Cosmics
1432,/SingleMuon/Run2017D-09Aug2019_UL2017-v1/MINIAOD,T1_US_FNAL_Disk,2.09578,9/21/21,1632224425000,679,679,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy data
1434,/Charmonium/Run2017F-09Aug2019_UL2017-v1/AOD,T2_ES_CIEMAT,5.68849,9/20/21,1632126392000,1818,1818,['crab_tape_recall'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy data
1435,/Tau/Run2016B-LogError-21Feb2020_UL2016_HIPM-v1/RAW-RECO,T1_ES_PIC_Disk,4.3195,5/18/20,1589817092000,1312,1312,['sync_t1_es_pic_disk'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy data
1436,/JetHT/Run2018A-15Feb2022_UL2018-v2/MINIAOD,T2_US_UCSD,2.78686,1/1/70,0,902,902,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy data
1441,/WJetsToLNu_2J_TuneCP5_13TeV-amcatnloFXFX-pythia8/RunIISummer20UL16MiniAODv2-106X_mcRun2_asymptotic_v17-v1/MINIAODSIM,T1_US_FNAL_Disk,1.60195,7/31/21,1627771348000,470,470,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy MC
1442,/TTToHadronic_mtop173p5_TuneCP5_13TeV-powheg-pythia8/RunIISummer20UL18MiniAODv2-106X_upgrade2018_realistic_v16_L1v1-v1/MINIAODSIM,T1_US_FNAL_Disk,7.90255,7/29/21,1627569144000,2894,2894,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy MC
1443,/TTJets_MSDecays_mass171_5_TuneZ2star_8TeV-madgraph-tauola/Summer12_DR53X-PU_S10_START53_V19-v1/AODSIM,T3_CH_CERN_OpenData,9.18086,1/1/70,0,2433,2433,['t3_ch_cern_opendata_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DPOA
1444,/TTJets_MSDecays_mass173_5_TuneZ2star_8TeV-madgraph-tauola/Summer12_DR53X-PU_S10_START53_V19-v1/AODSIM,T3_CH_CERN_OpenData,9.96219,1/1/70,0,2649,2649,['t3_ch_cern_opendata_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DPOA
1445,/QCD_Pt-50to80_EMEnriched_TuneCP5_14TeV_pythia8/Run3Summer21MiniAOD-FlatPU0to70IDEALGT_120X_mcRun3_2021_realistic_v5-v2/MINIAODSIM,T1_US_FNAL_Disk,1.17064,1/1/70,0,300,300,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 3
1446,/TTToHadronic_mtop178p5_TuneCP5_13TeV-powheg-pythia8/RunIISummer20UL17MiniAODv2-106X_mc2017_realistic_v9-v1/MINIAODSIM,T2_US_Wisconsin,1.32731,8/17/21,1629204531000,305,305,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy MC
1452,/SingleMuon/Run2016D-21Feb2020_UL2016_HIPM-v1/MINIAOD,T1_US_FNAL_Disk,2.21197,9/19/21,1632010443000,811,811,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy data
1456,/DoubleMuon/Run2018A-30Jan2022_UL2018-v1/MINIAOD,T2_US_Nebraska,1.68168,1/1/70,0,468,468,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy data
1457,/DoubleMuonLowMass/Run2018A-UL2018_MiniAODv2_GT36-v1/MINIAOD,T1_US_FNAL_Disk,1.37679,1/1/70,0,479,479,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy data
1458,/JetHT/Run2018D-HcalCalIsoTrkFilter-12Nov2019_UL2018-v3/ALCARECO,T2_US_UCSD,4.24278,1/1/70,0,1320,1320,['sync_t2_us_ucsd'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy data
1465,/GluGluHToGG_M-125_8TeV-pythia6/Summer12_DR53X-PU_RD1_START53_V7N-v2/AODSIM,T3_CH_CERN_OpenData,1.36942,1/1/70,0,490,490,['t3_ch_cern_opendata_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DPOA
