,dataset,RSE Name,dataset_size_in_rse_tb,last_access_time_of_dataset_in_rse,last_access_time_of_dataset_in_rse.1,#_files_of_dataset_in_rse,#_accessed_files_of_dataset_in_rse,unique_accounts,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,category
879,/W2JetsToLNu_TuneZ2Star_8TeV-madgraph/Summer12_DR53X-PU_S10_START53_V19-v1/AODSIM,T3_CH_CERN_OpenData,10.4164,1/1/70,0,2606,2606,['t3_ch_cern_opendata_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DPOA
880,/Zbb_4F_8TeV_madgraph/Summer12_DR53X-PU_S10_START53_V19-v1/AODSIM,T3_CH_CERN_OpenData,2.61321,1/1/70,0,734,734,['t3_ch_cern_opendata_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DPOA
886,/QCD_Pt-15to7000_TuneCP5_Flat_13TeV_pythia8/RunIIAutumn18DR-NoPU_102X_upgrade2018_realistic_v15-v1/GEN-SIM-RAW,T1_DE_KIT_Disk,6.78165,1/1/70,0,251,251,['sync_t1_de_kit_disk'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 pre-legacy MC
889,/ZeroBias2/Run2015C_25ns-16Dec2015-v1/RECO,T2_CH_CERN,6.77352,1/1/70,0,1944,1944,['sync_t2_ch_cern'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DPOA
897,/TTToSemiLeptonic_mtop178p5_TuneCP5_13TeV-powheg-pythia8/RunIISummer20UL17MiniAODv2-106X_mc2017_realistic_v9-v1/MINIAODSIM,T1_US_FNAL_Disk,7.35658,10/10/21,1633870406000,1716,1716,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy MC
899,/DYToEE_M-20_CT10_TuneZ2star_v2_8TeV-powheg-pythia6/Summer12_DR53X-PU_RD1_START53_V7N-v3/AODSIM,T3_CH_CERN_OpenData,13.09514,1/1/70,0,3925,3925,['t3_ch_cern_opendata_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DPOA
900,/JPsiToMuMu_JPsiPt20_2MuPtEtaFilter_tuneD6T_8TeV-pythia6-evtgen/Summer12_DR53X-PU_RD2_START53_V19F-v1/AODSIM,T3_CH_CERN_OpenData,5.80679,1/1/70,0,1726,1726,['t3_ch_cern_opendata_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DPOA
901,/TTJets_DileptDecays_8TeV-sherpa/Summer12_DR53X-PU_S10_START53_V19-v1/AODSIM,T3_CH_CERN_OpenData,7.68351,1/1/70,0,2176,2176,['t3_ch_cern_opendata_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DPOA
902,/WJetsToLNu_TuneCP5_14TeV-amcatnloFXFX-pythia8/Phase2HLTTDRSummer20ReRECOMiniAOD-PU200_111X_mcRun4_realistic_T15_v1-v1/GEN-SIM-DIGI-RAW-MINIAOD,T2_EE_Estonia,4.03499,8/10/21,1628600687000,216,216,['rdewanje'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Upgrades
903,/VRRandom5/Commissioning2021-v1/RAW,T1_US_FNAL_Disk,1.61285,1/1/70,0,504,504,['tier0_prod'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Commissioning + Cosmics
904,/ZeroBias13/Commissioning2021-v1/RAW,T1_US_FNAL_Disk,17.59208,1/1/70,0,3041,3041,['tier0_prod'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Commissioning + Cosmics
912,/HTMHT/Run2016H-21Feb2020_UL2016-v1/MINIAOD,T1_US_FNAL_Disk,1.13205,8/7/21,1628318082000,338,338,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy data
913,/Tau/Run2016H-UL2016_MiniAODv2-v1/MINIAOD,T1_US_FNAL_Disk,1.27069,8/25/21,1629860173000,349,349,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy data
917,/QCD_Pt15to7000_TuneCP5_14TeV-pythia8/Run3Winter21DRMiniAOD-FlatPU0to80_Scouting_Patatrack_castor_112X_mcRun3_2021_realistic_v16-v2/MINIAODSIM,T1_US_FNAL_Disk,6.37786,1/1/70,0,1718,1718,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 3
922,/TTTo2L2Nu_mtop166p5_TuneCP5_13TeV-powheg-pythia8/RunIISummer20UL18MiniAODv2-106X_upgrade2018_realistic_v16_L1v1-v1/MINIAODSIM,T1_US_FNAL_Disk,1.56795,9/1/21,1630462854000,598,598,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy MC
923,/W1JetsToLNu_TuneZ2Star_8TeV-madgraph/Summer12_DR53X-PU_S10_START53_V19-v1/AODSIM,T3_CH_CERN_OpenData,9.73747,1/1/70,0,2773,2773,['t3_ch_cern_opendata_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DPOA
924,/JetHT/Run2018D-JetHTJetPlusHOFilter-12Nov2019_UL2018_rsb-v1/RAW-RECO,T2_IT_Legnaro,6.7207,8/20/20,1597929623000,2169,2169,['sync_t2_it_legnaro'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy data
934,/EGamma/Run2018D-EXOMONOPOLE-12Nov2019_UL2018-v4/USER,T2_FR_IPHC,67.22334,9/21/21,1632184395000,18725,18725,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skims
935,/ParkingBPH2/Run2018D-UL2018_MiniAODv2-v1/MINIAOD,T1_US_FNAL_Disk,3.82645,1/1/70,0,1121,1121,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy data
943,/TTToSemileptonic_hdampDOWN_TuneCP5_13TeV-powheg-pythia8/RunIISummer20UL18MiniAODv2-FSUL18_106X_upgrade2018_realistic_v16_L1v1-v2/MINIAODSIM,T1_DE_KIT_Disk,3.37192,1/1/70,0,885,885,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy MC
944,/TTJets_SemiLeptMGDecays_TuneP11mpiHi_8TeV-madgraph-tauola/Summer12_DR53X-PU_S10_START53_V19-v1/AODSIM,T3_CH_CERN_OpenData,3.14084,1/1/70,0,835,835,['t3_ch_cern_opendata_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DPOA
946,/ZeroBias13/Commissioning2021-PromptReco-v1/AOD,T1_US_FNAL_Disk,1.10677,1/1/70,0,373,373,['tier0_prod'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Commissioning + Cosmics
962,/JetHT/Run2018D-LogError-12Nov2019_UL2018_rsb-v1/RAW-RECO,T1_UK_RAL_Disk,6.32454,11/3/20,1604447475000,1783,1783,['sync_t1_uk_ral_disk'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy data
968,/TTToSemiLeptonic_mtop171p5_TuneCP5_13TeV-powheg-pythia8/RunIISummer20UL17MiniAOD-106X_mc2017_realistic_v6-v2/MINIAODSIM,T1_US_FNAL_Disk,5.68089,10/9/21,1633812098000,1749,1749,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy MC
969,/EGamma/Run2018D-EXOMONOPOLE-12Nov2019_UL2018-v4/USER,T2_FI_HIP,1.00946,9/20/21,1632169010000,287,287,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skims
970,/ZeroBias10/Commissioning2021-v1/RAW,T1_US_FNAL_Disk,17.59291,1/1/70,0,3041,3041,['tier0_prod'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Commissioning + Cosmics
971,/ZeroBias3/Commissioning2022-v1/RAW,T1_US_FNAL_Disk,1.20558,1/1/70,0,338,338,['tier0_prod'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Commissioning + Cosmics
976,/Tau/Run2017B-09Aug2019_UL2017-v1/MINIAOD,T1_US_FNAL_Disk,1.30459,8/11/21,1628725105000,465,465,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy data
978,/SingleElectron/Run2017F-09Aug2019_UL2017_rsb-v2/AOD,T2_IN_TIFR,43.0118,12/28/20,1609160419000,14633,14633,['crab_tape_recall'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy data
979,/LowEGJet/Run2017H-UL2017_MiniAODv2-v1/MINIAOD,T2_US_MIT,2.64648,10/1/21,1633122096000,671,671,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy data
980,/EGamma/Run2018D-12Nov2019_UL2018-v8/AOD,T2_IT_Pisa,13.40932,8/19/21,1629381838000,1613,1613,['crab_tape_recall'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy data
984,/ggH_HToSSTobbbb_MH-125_TuneCP5_13TeV-powheg-pythia8/RunIIAutumn18DRPremix-rp_102X_upgrade2018_realistic_v15-v1/GEN-SIM-RECO,T1_RU_JINR_Disk,24.81396,1/1/70,0,406,406,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 pre-legacy MC
995,/WJetsToLNu_Pt-100To250_MatchEWPDG20_TuneCP5_13TeV-amcatnloFXFX-pythia8/RunIISummer20UL16MiniAOD-106X_mcRun2_asymptotic_v13-v2/MINIAODSIM,T2_US_MIT,1.16969,9/17/21,1631885969000,418,418,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy MC
996,/DYJetsToLL_Pt-50To100_MatchEWPDG20_TuneCP5_13TeV-amcatnloFXFX-pythia8/RunIISummer20UL16MiniAODAPV-106X_mcRun2_asymptotic_preVFP_v8-v1/MINIAODSIM,T1_US_FNAL_Disk,2.18638,1/1/70,0,694,694,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy MC
997,/TTTo2L2Nu_widthx0p7_TuneCP5_13TeV-powheg-pythia8/RunIISummer20UL17MiniAOD-106X_mc2017_realistic_v6-v2/MINIAODSIM,T1_US_FNAL_Disk,2.0999,7/2/21,1625227144000,774,774,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy MC
998,/TT_Mtt-1000toInf_TuneCP5_13TeV-powheg-pythia8/RunIISummer20UL18MiniAOD-106X_upgrade2018_realistic_v11_L1v1-v3/MINIAODSIM,T2_US_Nebraska,1.41032,7/23/21,1627004752000,509,509,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy MC
999,/T4QZ_8TeV-aMCatNLO-herwig/Summer12_DR53X-PU_S10_START53_V19-v1/AODSIM,T3_CH_CERN_OpenData,1.0346,1/1/70,0,315,315,['t3_ch_cern_opendata_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DPOA
1002,/MinimumBias/Commissioning2022-PromptReco-v1/AOD,T1_RU_JINR_Disk,3.89748,1/1/70,0,2222,2222,['tier0_prod'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Commissioning + Cosmics
1009,/ZJetsToNuNu_HT-600To800_13TeV-madgraph/RunIIFall17DRPremix-94X_mc2017_realistic_v10-v1/AODSIM,T2_DE_DESY,2.62432,2/11/21,1613059332000,495,495,['t2_de_desy_local_users'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 pre-legacy MC
1015,/JpsiToMuMu_JpsiPt8_TuneCP5_13TeV-pythia8/RunIISummer20UL16MiniAODv2-106X_mcRun2_asymptotic_v17-v2/MINIAODSIM,T1_US_FNAL_Disk,1.28246,8/27/21,1630054075000,464,464,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy MC
1016,/DY1JetsToLL_M-50_TuneZ2Star_8TeV-madgraph/Summer12_DR53X-PU_S10_START53_V7A-v1/AODSIM,T2_DE_DESY,8.04301,3/3/20,1583278616000,2081,2081,['t2_de_desy_local_users'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DPOA
1017,/W3JetsToLNu_TuneZ2Star_8TeV-madgraph/Summer12_DR53X-PU_S10_START53_V19-v1/AODSIM,T3_CH_CERN_OpenData,5.36177,1/1/70,0,1715,1715,['t3_ch_cern_opendata_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DPOA
1019,/VRRandom13/Commissioning2021-v1/RAW,T1_US_FNAL_Disk,1.61248,1/1/70,0,502,502,['tier0_prod'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Commissioning + Cosmics
1023,/SingleMuon/Run2016D-21Feb2020_UL2016_HIPM_WMass_MiniAODv2-v2/MINIAOD,T1_US_FNAL_Disk,2.00358,1/1/70,0,530,530,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy data
1032,/QCD_Pt_250toInf_bcToE_TuneCP5_13TeV_pythia8/Run3Winter20DRMiniAOD-110X_mcRun3_2021_realistic_v6-v2/MINIAODSIM,T1_US_FNAL_Disk,1.04452,1/1/70,0,292,292,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 3
1035,/TTJets_MSDecays_matchingdown_TuneZ2star_8TeV-madgraph-tauola/Summer12_DR53X-PU_S10_START53_V19-v1/AODSIM,T3_CH_CERN_OpenData,5.05209,1/1/70,0,1423,1423,['t3_ch_cern_opendata_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DPOA
1037,/ZeroBias19/Commissioning2021-PromptReco-v1/AOD,T1_US_FNAL_Disk,1.10622,1/1/70,0,370,370,['tier0_prod'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Commissioning + Cosmics
1046,/QCD_Pt-30to50_EMEnriched_TuneCP5_14TeV_pythia8/Phase2HLTTDRWinter20DIGI-PU140_110X_mcRun4_realistic_v3-v2/GEN-SIM-DIGI-RAW,T1_FR_CCIN2P3_Disk,4.9977,1/1/70,0,330,330,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Upgrades
1047,/TT_TuneCP5_14TeV-powheg-pythia8/Run3Summer21MiniAOD-120X_mcRun3_2021_realistic_v5_ext1-v5/MINIAODSIM,T1_US_FNAL_Disk,1.41651,1/1/70,0,390,390,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 3
1048,/JpsiToMuMu_JpsiPt8_TuneCP5_14TeV-pythia8/Run3Winter20DRMiniAOD-DRFlatPU30to80_110X_mcRun3_2021_realistic_v6-v1/AODSIM,T3_KR_KNU,5.68404,1/1/70,0,1847,1847,['moh'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 3
1049,/TTTo2L2Nu_TuneCP5_13TeV-powheg-pythia8/RunIIAutumn18DRPremix-102X_upgrade2018_realistic_v15-v1/AODSIM,T1_ES_PIC_Disk,6.96699,1/1/70,0,912,912,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 pre-legacy MC
1051,/TTJets_TuneCUETP8M2T4_13TeV-amcatnloFXFX-pythia8/RunIISummer16DR80Premix-PUMoriond17_backup_80X_mcRun2_asymptotic_2016_TrancheIV_v6-v1/AODSIM,T3_US_FNALLPC,16.16026,1/1/70,0,5029,5029,['t3_us_fnallpc_local_users'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 pre-legacy MC
1054,/StreamExpress/Run2018B-TkAlMinBias-Express-v1/ALCARECO,T2_CH_CERN,5.88259,8/17/21,1629213405000,32129,32129,['sync_t2_ch_cern'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALCA
1055,/TTToHadronic_mtop169p5_TuneCP5_13TeV-powheg-pythia8/RunIISummer20UL18MiniAODv2-106X_upgrade2018_realistic_v16_L1v1-v1/MINIAODSIM,T2_US_Florida,2.98393,7/31/21,1627775538000,1107,1107,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy MC
1059,/QCD_HT-1000ToInf_TuneZ2star_8TeV-madgraph-pythia6/Summer12_DR53X-PU_S10_START53_V7A-v1/AODSIM,T2_RU_JINR,5.85327,9/29/20,1601410338000,1655,1655,['sync_t2_ru_jinr'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DPOA
1061,/SingleElectron/Run2016D-21Feb2020_UL2016_HIPM-v1/MINIAOD,T1_US_FNAL_Disk,3.8953,8/26/21,1629978875000,1575,1575,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy data
1067,/QCD_Pt-15to3000_TuneCP5_Flat_14TeV-pythia8/Phase2HLTTDRSummer20ReRECOMiniAOD-PU200_castor_111X_mcRun4_realistic_T15_v1-v1/FEVT,T2_EE_Estonia,8.4291,8/25/21,1629906655000,617,617,['snandan'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Upgrades
1073,/TT_FullLept_noCorr_scaledown_8TeV-mcatnlo/Summer12_DR53X-PU_S10_START53_V19-v1/AODSIM,T3_CH_CERN_OpenData,1.03999,1/1/70,0,330,330,['t3_ch_cern_opendata_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DPOA
1074,/TT_SemiLept_noCorr_scaledown_8TeV-mcatnlo/Summer12_DR53X-PU_S10_START53_V19-v1/AODSIM,T3_CH_CERN_OpenData,1.83182,1/1/70,0,510,510,['t3_ch_cern_opendata_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DPOA
1077,/ZeroBias1/Commissioning2021-PromptReco-v1/AOD,T1_US_FNAL_Disk,1.10655,1/1/70,0,379,379,['tier0_prod'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Commissioning + Cosmics
1078,/JetHT/Run2018D-TkAlMinBias-12Nov2019_UL2018_rsb-v1/ALCARECO,T2_US_UCSD,5.77899,8/25/20,1598334387000,1737,1737,['sync_t2_us_ucsd'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy data
1085,/SingleElectron/Run2017B-09Aug2019_UL2017-v1/MINIAOD,T1_US_FNAL_Disk,1.90158,8/25/21,1629925653000,639,639,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy data
1089,/DStarToD0Pi_D0KPi_DStarNoPtFilter_TuneCP5_14TeV-pythia8-evtgen/Run3Summer19DR-106X_mcRun3_2021_realistic_v3-v1/GEN-SIM-DIGI-RAW,T1_ES_PIC_Disk,4.99492,1/1/70,0,269,269,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 3
1091,/TTToHadronic_hdampUP_TuneCP5_13TeV-powheg-pythia8/RunIISummer20UL18MiniAOD-106X_upgrade2018_realistic_v11_L1v1-v2/MINIAODSIM,T2_US_MIT,1.52296,8/3/21,1628016091000,480,480,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy MC
1092,/TTToSemiLeptonic_mtop171p5_TuneCP5_13TeV-powheg-pythia8/RunIISummer20UL18MiniAOD-106X_upgrade2018_realistic_v11_L1v1-v2/MINIAODSIM,T1_US_FNAL_Disk,4.2255,8/5/21,1628138922000,1314,1314,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy MC
1093,/QCD_HT-250To500_TuneZ2star_8TeV-madgraph-pythia6/Summer12_DR53X-PU_S10_START53_V7A-v1/AODSIM,T2_DE_DESY,9.0811,9/30/20,1601434931000,2421,2421,['t2_de_desy_local_users'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DPOA
1094,/ZZTo2mu2tau_8TeV_ext-powheg-pythia6/Summer12_DR53X-PU_S10_START53_V7C-v1/AODSIM,T2_US_Florida,1.31599,1/1/70,0,344,344,['t2_us_florida_local_users'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DPOA
1097,/ZeroBias9/Commissioning2021-PromptReco-v1/AOD,T1_US_FNAL_Disk,1.10662,1/1/70,0,370,370,['tier0_prod'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Commissioning + Cosmics
1104,/EGamma/Run2018B-ForValUL2018-v2/MINIAOD,T1_US_FNAL_Disk,1.15848,1/30/20,1580396197000,396,396,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy data
1113,/DYJetsToLL_Pt-250To400_MatchEWPDG20_TuneCP5_13TeV-amcatnloFXFX-pythia8/RunIISummer20UL16MiniAOD-106X_mcRun2_asymptotic_v13-v2/MINIAODSIM,T1_US_FNAL_Disk,1.14926,4/9/21,1617965026000,305,305,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy MC
1114,/DYJetsToLL_Pt-50To100_MatchEWPDG20_TuneCP5_13TeV-amcatnloFXFX-pythia8/RunIISummer20UL16MiniAOD-106X_mcRun2_asymptotic_v13-v2/MINIAODSIM,T1_US_FNAL_Disk,4.5487,2/6/21,1612600821000,1261,1261,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy MC
1115,/WZTo3LNu_mllmin01_NNPDF31_TuneCP5_13TeV_powheg_pythia8/RunIISummer20UL17MiniAODv2-106X_mc2017_realistic_v9-v1/MINIAODSIM,T2_US_Florida,1.23678,7/23/21,1627015751000,346,346,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy MC
1116,/BcToJpsiPi_EtaPtFilter_8TeV-bcvegpy2/Summer12_DR53X-PU_RD2_START53_V19F-v1/AODSIM,T3_CH_CERN_OpenData,1.32656,1/1/70,0,460,460,['t3_ch_cern_opendata_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DPOA
1117,/GJet_M80_nofilter_8TeV-sherpa/Summer12_DR53X-PU_RD1_START53_V7N-v1/AODSIM,T3_CH_CERN_OpenData,2.81374,1/1/70,0,927,927,['t3_ch_cern_opendata_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DPOA
1126,/SinglePhoton/Run2016H-21Feb2020_UL2016-v1/MINIAOD,T1_US_FNAL_Disk,1.08599,8/21/21,1629555189000,375,375,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy data
1127,/ParkingBPH3/Run2018C-UL2018_MiniAODv2-v1/MINIAOD,T1_US_FNAL_Disk,10.37604,1/1/70,0,2981,2981,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy data
1128,/EGamma/Run2018D-EXOMONOPOLE-12Nov2019_UL2018-v4/USER,T2_IT_Pisa,1.40284,1/1/70,0,420,420,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skims
1130,/JetHT/Run2018D-HcalCalIsoTrkFilter-12Nov2019_UL2018_rsb-v1/ALCARECO,T2_IT_Legnaro,5.65222,8/20/20,1597931089000,1784,1784,['sync_t2_it_legnaro'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy data
1132,/Mu_FlatPt-1to1000-gun/Run3Summer21MiniAOD-120X_mcRun3_2021_realistic_v5-v2/MINIAODSIM,T1_US_FNAL_Disk,3.25275,1/1/70,0,867,867,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 3
1141,/TT_FullLept_noCorr_mass175_5_8TeV-mcatnlo/Summer12_DR53X-PU_S10_START53_V19-v1/AODSIM,T3_CH_CERN_OpenData,1.17333,1/1/70,0,378,378,['t3_ch_cern_opendata_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DPOA
1142,/ZeroBias4/Commissioning2022-v1/RAW,T1_US_FNAL_Disk,1.20558,1/1/70,0,338,338,['tier0_prod'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Commissioning + Cosmics
1144,/ZeroBias0/Commissioning2021-v1/RAW,T1_US_FNAL_Disk,17.59164,1/1/70,0,3042,3042,['tier0_prod'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Commissioning + Cosmics
1147,/Tau/Run2016B-21Feb2020_ver2_UL2016_HIPM-v1/MINIAOD,T2_US_MIT,1.66025,8/29/21,1630220879000,557,557,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy data
1148,/SingleMuon/Run2016E-21Feb2020_UL2016_HIPM_WMass-v1/MINIAOD,T1_US_FNAL_Disk,2.1855,12/8/20,1607448230000,689,689,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy data
1149,/SingleMuon/Run2016E-21Feb2020_UL2016_HIPM_WMass_MiniAODv2-v1/MINIAOD,T2_US_Vanderbilt,1.70088,1/1/70,0,439,439,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy data
1153,/BTagMu/Run2017F-09Aug2019_UL2017-v1/MINIAOD,T1_US_FNAL_Disk,1.15564,8/28/21,1630112856000,478,478,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy data
1154,/MinimumBias/Commissioning10-May19ReReco-v1/RECO,T2_BR_SPRACE,5.52572,1/1/70,0,1452,1452,['sync_t2_br_sprace'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Commissioning + Cosmics
1156,/EGamma/Run2018A-12Nov2019_UL2018-v2/MINIAOD,T1_US_FNAL_Disk,14.07602,9/22/21,1632297953000,4089,4089,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy data
1160,/Muplus_E-200To4000_positiveOE-gun/Run3Winter20DRPremixMiniAOD-110X_mcRun3_2021_realistic_v6-v1/GEN-SIM-RECO,T1_UK_RAL_Disk,2.14359,1/1/70,0,114,114,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 3
1162,/MinBias_TuneCUETP8M1_13TeV-pythia8/RunIISummer15GS-MCRUN2_71_V1-v2/GEN-SIM,T3_CH_CERN_OpenData,39.47733,1/1/70,0,11786,11786,['kati'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 pre-legacy MC
1164,/TTToHadronic_mtop173p5_TuneCP5_13TeV-powheg-pythia8/RunIISummer20UL16MiniAODAPV-106X_mcRun2_asymptotic_preVFP_v8-v2/MINIAODSIM,T1_US_FNAL_Disk,1.33917,7/14/21,1626242070000,472,472,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy MC
1165,/DYToEE_M-20_CT10_TuneZ2star_v2_8TeV-powheg-pythia6/Summer12_DR53X-ExtFlat10_PU_RD1_START53_V7N-v1/AODSIM,T3_CH_CERN_OpenData,1.09547,1/1/70,0,328,328,['t3_ch_cern_opendata_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DPOA
1166,/DYToEE_M-50_NNPDF31_TuneCP5_14TeV-powheg-pythia8/Run3Summer19DRPremix-BACKFILL_2024Scenario_106X_mcRun3_2024_realistic_v4-v2/GEN-SIM-RAW,T2_HU_Budapest,5.46856,9/29/20,1601361217000,772,772,['sync_t2_hu_budapest'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 3
