,dataset,RSE Name,dataset_size_in_rse_tb,last_access_time_of_dataset_in_rse,last_access_time_of_dataset_in_rse.1,#_files_of_dataset_in_rse,#_accessed_files_of_dataset_in_rse,unique_accounts,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,category
1052,/SMS-T1ttbb_TuneCUETP8M1_13TeV-madgraphMLM-pythia8/RunIISummer16MiniAODv3-PUSummer16v3Fast_94X_mcRun2_asymptotic_v3-v1/MINIAODSIM,T2_UK_London_IC,2.21792,5/29/20,1590758781000,700,700,['t2_uk_london_ic_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
1053,/WJetsToLNu_Pt-100To250_TuneCUETP8M1_13TeV-amcatnloFXFX-pythia8/RunIISummer16MiniAODv3-PUMoriond17_94X_mcRun2_asymptotic_v3_ext4-v2/MINIAODSIM,T2_US_Florida,3.37734,8/9/21,1628550902000,712,712,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
1056,/MuonEG/Run2016G-17Jul2018-v1/MINIAOD,T3_FR_IPNL,1.03036,8/5/21,1628137591000,302,302,['t3_fr_ipnl_local_users'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
1057,/SingleMu/Run2012B-22Jan2013-v1/AOD,T3_CH_CERN_OpenData,16.13949,9/23/20,1600890107000,4252,4252,['t3_ch_cern_opendata_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DPOA
1058,/TauParked/Run2012B-22Jan2013-v1/AOD,T3_CH_CERN_OpenData,12.97311,1/1/70,0,3416,3416,['t3_ch_cern_opendata_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DPOA
1060,/DoubleEG/Run2016B-03Feb2017_ver2-v2/MINIAOD,T2_BE_UCL,4.58806,12/11/20,1607689673000,1180,1180,['t2_be_ucl_local_users'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
1062,/JetHT/Run2016G-23Sep2016-v1/AOD,T1_US_FNAL_Disk,32.3921,1/1/70,0,9852,9852,['t1_us_fnal_disk_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 pre-legacy data
1063,/SingleMuon/Run2017E-31Mar2018-v1/MINIAOD,T2_DE_DESY,4.90246,1/19/38,2147483647000,1523,1523,['t2_de_desy_local_users'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
1064,/ParkingBPH2/Run2018A-05May2019-v1/MINIAOD,T1_US_FNAL_Disk,16.60518,9/22/21,1632310044000,4837,4837,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B-Parking
1065,/MET/Run2018C-17Sep2018-v1/MINIAOD,T2_CH_CERN,1.23255,1/19/38,2147483647000,568,568,['t2_ch_cern_local_users'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 pre-legacy data
1066,/ZeroBias11/Run2022B-PromptReco-v1/MINIAOD,T1_US_FNAL_Disk,1.93083,1/1/70,0,648,648,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prompt
1068,/DYJetsToTauTau_ForcedMuEleDecay_M-50_TuneCP5_PSweights_13TeV-amcatnloFXFX-pythia8/RunIIFall17MiniAODv2-PU2017_12Apr2018_94X_mc2017_realistic_v14-v1/MINIAODSIM,T2_US_UCSD,2.04559,5/21/20,1590062666000,877,877,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
1069,/VBF-EWKino_StauDominated_TuneCP2_13TeV-madgraph-pythia8/RunIIFall17MiniAODv2-PU2017_12Apr2018_GridpackScan_94X_mc2017_realistic_v14-v1/MINIAODSIM,T1_US_FNAL_Disk,1.32107,10/31/20,1604120750000,528,528,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
1070,/TT_TuneCUETP8M2T4_13TeV-powheg-fsrdown-pythia8/RunIISummer16MiniAODv2-PUMoriond17_80X_mcRun2_asymptotic_2016_TrancheIV_v6_ext2-v1/MINIAODSIM,T1_US_FNAL_Disk,4.20633,5/29/20,1590726231000,1696,1696,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
1071,/TT_TuneCUETP8M2T4_QCDbasedCRTune_erdON_13TeV-powheg-pythia8/RunIISummer16MiniAODv2-PUMoriond17_80X_mcRun2_asymptotic_2016_TrancheIV_v6-v1/MINIAODSIM,T1_US_FNAL_Disk,1.34093,6/7/20,1591492388000,652,652,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
1072,/MinBiasCenter_13TeV_pythia8/RunIISummer17GS-92X_upgrade2017_realistic_v7_NERSCTEST-v5/GEN-SIM,T1_US_FNAL_Disk,6.9443,1/1/70,0,1768,1768,['t1_us_fnal_disk_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
1075,/JpsiToMuMu_JpsiPt8_TuneCUEP8M1_13TeV-pythia8/RunIISpring16DR80-PUSpring16_80X_mcRun2_asymptotic_2016_v3-v1/AODSIM,T2_CH_CERN,5.79519,5/12/20,1589291548000,1857,1857,['sync_t2_ch_cern'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
1076,/TOTEM22/Run2018B-22Feb2019-v1/MINIAOD,T2_US_Vanderbilt,1.02887,2/18/20,1582005566000,422,422,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
1079,/MinimumBias/Run2011B-12Oct2013-v1/AOD,T3_CH_CERN_OpenData,5.42415,1/1/70,0,1464,1464,['t3_ch_cern_opendata_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DPOA
1080,/BTagCSV/Run2015D-16Dec2015-v1/AOD,T3_CH_CERN_OpenData,3.44238,1/1/70,0,995,995,['kati'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DPOA
1081,/DoubleEG/Run2016B-17Jul2018_ver2-v1/MINIAOD,T2_CH_CERN,2.4412,1/19/38,2147483647000,655,655,['t2_ch_cern_local_users'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
1082,/SingleMuon/Run2016D-07Aug17-v1/MINIAOD,T2_DE_DESY,2.0744,7/25/21,1627222383000,897,897,['t2_de_desy_local_users'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 pre-legacy data
1083,/BTagCSV/Run2016E-23Sep2016-v1/MINIAOD,T2_IT_Legnaro,1.82553,1/1/70,0,800,800,['t2_it_legnaro_local_users'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 pre-legacy data
1084,/BTagCSV/Run2016H-18Apr2017-v1/MINIAOD,T2_US_Purdue,2.0657,1/1/70,0,760,760,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 pre-legacy data
1086,/SingleElectron/Run2017B-31Mar2018-v1/MINIAOD,T3_FR_IPNL,1.7911,8/26/21,1629955603000,499,499,['t3_fr_ipnl_local_users'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
1087,/DoubleMuon/Run2017F-31Mar2018-v1/MINIAOD,T2_BE_IIHE,2.7393,9/17/21,1631909531000,847,847,['t2_be_iihe_local_users'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
1088,/TOTEM21/Run2018B-PromptReco-v2/MINIAOD,T2_US_UCSD,1.69914,1/1/70,0,490,490,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prompt
1090,/GluGluHToTauTau_M125_13TeV_powheg_pythia8/RunIISpring16DR80-FlatPU20to70HcalNZSRAW_withHLT_80X_mcRun2_asymptotic_v14-v1/GEN-SIM-RAW,T2_FR_GRIF_LLR,2.70871,1/1/70,0,788,788,['t2_fr_grif_llr_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
1095,/DStarToD0Pi_D0K3Pi_DStarFilter_TuneCP5_13TeV-pythia8-evtgen/RunIIFall18GS-102X_upgrade2018_realistic_v11-v1/GEN-SIM,T1_ES_PIC_Disk,5.77386,1/1/70,0,1870,1870,['sync_t1_es_pic_disk'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 pre-legacy MC
1096,/DY2JetsToLL_M-50_TuneCP5_13TeV-madgraphMLM-pythia8/RunIIAutumn18DRPremix-102X_upgrade2018_realistic_v15-v1/AODSIM,T1_DE_KIT_Disk,5.77246,1/1/70,0,850,850,"['sync_t2_fr_ccin2p3', 'sync_t1_de_kit_disk']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 pre-legacy MC
1098,/SingleMuon/Run2016C-03Feb2017-v1/MINIAOD,T2_IT_Legnaro,1.62715,8/5/20,1596621236000,425,425,['t2_it_legnaro_local_users'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
1099,/JetHT/Run2016E-18Apr2017-v1/MINIAOD,T2_UK_London_IC,2.02801,3/11/20,1583958847000,586,586,['t2_uk_london_ic_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 pre-legacy data
1100,/SingleMuon/Run2016E-23Sep2016-v1/MINIAOD,T2_UK_London_IC,2.04635,11/7/20,1604741517000,886,886,['t2_uk_london_ic_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 pre-legacy data
1101,/DoubleMuon/Run2016H-07Aug17-v1/MINIAOD,T2_IT_Legnaro,1.30126,7/8/20,1594205997000,596,596,['t2_it_legnaro_local_users'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 pre-legacy data
1102,/HTMHT/Run2016H-07Aug17-v1/MINIAOD,T1_US_FNAL_Disk,1.06754,1/1/70,0,426,426,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 pre-legacy data
1103,/ParkingBPH1/Run2018A-22Mar2019-v1/MINIAOD,T2_US_Nebraska,16.63586,2/18/20,1582036837000,5027,5027,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B-Parking
1105,/JetHT/Run2018B-17Sep2018-v1/MINIAOD,T2_DE_DESY,3.35132,7/24/21,1627125069000,1448,1448,['t2_de_desy_local_users'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 pre-legacy data
1106,/JpsiToMuMu_JpsiPt8_TuneCP5_13TeV-pythia8/RunIIAutumn18MiniAOD-PUAvg50ForMUOVal_102X_upgrade2018_realistic_v15-v1/MINIAODSIM,T2_US_Wisconsin,1.08964,1/1/70,0,292,292,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
1107,/TTToHadronic_TuneCP5_13TeV-powheg-pythia8/RunIIAutumn18MiniAOD-102X_upgrade2018_realistic_v15_ext2-v2/MINIAODSIM,T1_US_FNAL_Disk,12.273,8/26/21,1629970594000,3762,3762,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
1108,/SinglePion_PT0to200/RunIIFall15MiniAODv2-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/MINIAODSIM,T3_CH_CERN_OpenData,1.15055,1/1/70,0,2517,2517,['kati'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
1109,/DY1JetsToLL_M-50_TuneCP5_13TeV-madgraphMLM-pythia8/RunIIFall17MiniAODv2-PU2017_12Apr2018_v3_94X_mc2017_realistic_v14_ext1-v2/MINIAODSIM,T1_US_FNAL_Disk,1.44646,8/20/21,1629470040000,392,392,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
1110,/SMS-T6ttHZ_BR-H_0p6_mStop1050to1600_TuneCP2_13TeV-madgraphMLM-pythia8/RunIIFall17MiniAODv2-PUFall17Fast_94X_mc2017_realistic_v15_ext1-v1/MINIAODSIM,T2_US_Florida,10.22433,5/21/20,1590076409000,3581,3581,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
1111,/Upsilon1S_pThat-2_TuneCP5_HydjetDrumMB_5p02TeV_Pythia8/HINPbPbAutumn18DR-mva98_103X_upgrade2018_realistic_HI_v11_ext1-v1/AODSIM,T3_KR_KNU,5.66848,4/18/21,1618704041000,1675,1675,['sync_t2_kr_knu'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HIN
1112,/TT_TuneCUETP8M2T4_QCDbasedCRTune_erdON_13TeV-powheg-pythia8/RunIISummer16MiniAODv2-PUMoriond17_80X_mcRun2_asymptotic_2016_TrancheIV_v6_ext1-v1/MINIAODSIM,T1_US_FNAL_Disk,1.47493,6/7/20,1591523058000,582,582,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
1118,/TT_hdampUP_TuneCUETP8M2T4_13TeV-powheg-pythia8/RunIISummer16MiniAODv3-PUMoriond17_94X_mcRun2_asymptotic_v3-v1/MINIAODSIM,T2_US_Purdue,1.32495,10/2/20,1601598623000,223,223,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
1119,/QCD_Pt_40to80_fwdJet_TuneD6T_HFshowerLibrary_7TeV_pythia6/Summer12-LowPU2010_DR42_PU_S0_START42_V17B-v1/AODSIM,T3_CH_CERN_OpenData,1.22025,1/1/70,0,315,315,['t3_ch_cern_opendata_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DPOA
1120,/Upsilon1S_pThat-2_TuneCP5_HydjetDrumMB_5p02TeV_Pythia8/HINPbPbAutumn18DR-mva98_103X_upgrade2018_realistic_HI_v11_ext1-v1/AODSIM,T2_KR_KISTI,5.66848,4/18/21,1618704041000,1675,1675,['sync_t2_kr_kisti'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HIN
1121,/PhotonHad/Run2012C-22Jan2013-v1/AOD,T3_CH_CERN_OpenData,4.32966,1/1/70,0,1267,1267,['t3_ch_cern_opendata_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DPOA
1122,/SingleElectron/Run2015D-08Jun2016-v1/MINIAOD,T1_US_FNAL_Disk,2.57382,1/1/70,0,2974,2974,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DPOA
1123,/SingleMuon/Run2016B-PromptReco-v2/MINIAOD,T1_US_FNAL_Disk,3.23045,1/1/70,0,1742,1742,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prompt
1124,/SingleElectron/Run2016E-17Jul2018-v1/MINIAOD,T2_UK_London_IC,3.06439,9/21/21,1632238780000,819,819,['t2_uk_london_ic_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
1125,/JetHT/Run2016F-17Jul2018-v1/MINIAOD,T1_US_FNAL_Disk,1.50265,7/15/21,1626340745000,400,400,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
1129,/EphemeralHLTPhysics8/Run2018D-v1/RAW,T2_BE_IIHE,1.98537,8/3/21,1628033058000,433,433,['lathomas'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
1131,/WpWpJJ_QCD_TuneCP5_14TeV-madgraph-pythia8/PhaseIITDRSpring19DR-PU200_106X_upgrade2023_realistic_v3-v2/GEN-SIM-DIGI-RAW,T1_ES_PIC_Disk,12.97635,1/1/70,0,721,721,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Upgrades
1133,/ggH_HToSSTodddd_MH-125_TuneCP5_13TeV-powheg-pythia8/RunIIAutumn18MiniAOD-rp_102X_upgrade2018_realistic_v15-v1/MINIAODSIM,T2_US_Florida,2.6659,5/21/20,1590064089000,1010,1010,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
1134,/DYJetsToLL_M-50_TuneCP5_13TeV-madgraphMLM-pythia8/RunIIFall17MiniAODv2-PU2017RECOSIMstep_12Apr2018_94X_mc2017_realistic_v14-v1/MINIAODSIM,T2_DE_DESY,1.98928,1/19/38,2147483647000,553,553,['t2_de_desy_local_users'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
1135,/QCD_Pt-15to7000_TuneCP5_Flat2017_13TeV_pythia8/RunIIFall17MiniAODv2-PU2017_12Apr2018_94X_mc2017_realistic_v14-v1/MINIAODSIM,T2_US_Florida,5.42268,8/3/21,1627964931000,1523,1523,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
1136,/SMS-TChiStauStau_x0p05_TuneCP2_13TeV-madgraphMLM-pythia8/RunIIFall17MiniAODv2-PUFall17Fast_94X_mc2017_realistic_v15-v1/MINIAODSIM,T2_US_MIT,3.84975,10/1/20,1601563265000,1204,1204,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
1137,/SMS-TChiWZ_TuneCP2_13TeV-madgraphMLM-pythia8/RunIIFall17MiniAODv2-PUFall17Fast_94X_mc2017_realistic_v15-v1/MINIAODSIM,T1_US_FNAL_Disk,2.4947,8/10/20,1597099778000,770,770,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
1138,/DYJetsToNuNu_PtZ-100To250_TuneCUETP8M1_13TeV-amcatnloFXFX-pythia8/RunIISummer16MiniAODv2-PUMoriond17_80X_mcRun2_asymptotic_2016_TrancheIV_v6_ext4-v1/MINIAODSIM,T2_US_MIT,1.63444,1/1/70,0,728,728,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
1139,/DMSimp_monov_NLO_FXFX_GQ0p25_GDM1p0_TuneCP5_madgraph-pythia8/RunIISummer16MiniAODv3-PUMoriond17_rpscan_94X_mcRun2_asymptotic_v3-v1/MINIAODSIM,T2_US_Purdue,3.64432,8/29/20,1598664559000,998,998,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
1140,/VVTo2L2Nu_M-1toInf_TuneCUETP8M1_13TeV_amcatnloFXFX_madspin_pythia8/RunIISummer16MiniAODv3-PUMoriond17_pdfweight_94X_mcRun2_asymptotic_v3-v1/MINIAODSIM,T2_US_Purdue,2.24679,10/20/20,1603179841000,674,674,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
1143,/DoubleEG/Run2016F-03Feb2017-v1/MINIAOD,T2_BE_UCL,1.2752,12/11/20,1607685619000,332,332,['t2_be_ucl_local_users'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
1145,/ExpressCosmics/HIRun2018-Express-v1/FEVT,T2_CH_CERN,5.58162,2/19/20,1582128373000,3846,3846,['sync_t2_ch_cern'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HIN
1146,/QCD_Pt-15to1000_TuneEE3C_Flat_2p76TeV-herwigpp/ppSpring2014-STARTHI53_V28_castor-v1/GEN-SIM,T2_US_MIT,5.54351,1/1/70,0,1863,1863,['sync_t2_us_mit'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
1150,/SingleMuon/Run2017B-17Nov2017-v1/MINIAOD,T2_DE_DESY,3.6819,9/29/20,1601383246000,1146,1146,['t2_de_desy_local_users'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 pre-legacy data
1151,/SingleMuon/Run2017D-17Nov2017-v1/MINIAOD,T1_US_FNAL_Disk,2.00404,9/29/20,1601390382000,823,823,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 pre-legacy data
1152,/DoubleElectron/Run2012C-ZElectron-22Jan2013-v1/RAW-RECO,T2_IT_Rome,5.54182,9/22/21,1632275020000,1434,1434,['sync_t2_it_rome'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DPOA
1155,/ParkingScoutingMonitor/Run2017F-PromptReco-v1/MINIAOD,T3_US_FNALLPC,1.57421,1/1/70,0,721,721,['t3_us_fnallpc_local_users'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prompt
1157,/MuOnia/Run2018A-17Sep2018-v1/MINIAOD,T1_US_FNAL_Disk,1.53896,12/11/20,1607722984000,653,653,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 pre-legacy data
1158,/QCD_Pt-1000toInf_MuEnrichedPt5_TuneCP5_13TeV_pythia8/RunIIAutumn18DRPremix-102X_upgrade2018_realistic_v15-v1/AODSIM,T3_US_FNALLPC,5.50563,1/1/70,0,597,597,['sync_t3_us_fnallpc'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 pre-legacy MC
1159,/DiJet_pThat-15_TuneCP5_HydjetDrumMB_5p02TeV_Pythia8/HINPbPbSpring21MiniAOD-FixL1CaloGT_New_Release_112X_upgrade2018_realistic_HI_v9-v1/MINIAODSIM,T1_US_FNAL_Disk,5.78788,1/1/70,0,2616,2616,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
1161,/SMS-T6ttHZ_BR-H_0p6_mStop1050to1600_TuneCP2_13TeV-madgraphMLM-pythia8/RunIIFall17MiniAODv2-PUFall17Fast_94X_mc2017_realistic_v15-v1/MINIAODSIM,T1_US_FNAL_Disk,6.82217,1/1/70,0,2294,2294,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
1163,/QCD_HT500to700_TuneCUETP8M1_13TeV-madgraphMLM-pythia8/RunIISummer16MiniAODv2-PUMoriond17_80X_mcRun2_asymptotic_2016_TrancheIV_v6_ext1-v2/MINIAODSIM,T2_US_MIT,1.8332,11/10/20,1605046598000,809,809,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
1167,/AlCaPhiSym/Run2016B-v2/RAW,T2_IT_Rome,5.4324,1/1/70,0,2743,2743,['sync_t2_it_rome'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
1168,/TOTEM23/Run2018B-22Feb2019-v1/MINIAOD,T2_US_MIT,1.02894,7/15/20,1594777173000,431,431,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
1170,/SingleNeutrinoGun/RunIIAutumn18DR-PUPoissonAve85_102X_upgrade2018_realistic_v15_ext5-v1/GEN-SIM-DIGI-RAW,T1_ES_PIC_Disk,3.93157,1/1/70,0,190,190,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 pre-legacy MC
1172,/Tau/Run2016C-03Feb2017-v1/MINIAOD,T1_US_FNAL_Disk,1.07604,1/1/70,0,273,273,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
1173,/JetHT/Run2016F-07Aug17-v1/MINIAOD,T2_UK_London_IC,1.4857,9/15/20,1600177089000,621,621,['t2_uk_london_ic_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 pre-legacy data
1174,/Tau/Run2016H-18Apr2017-v1/MINIAOD,T2_US_Florida,2.02334,1/1/70,0,842,842,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 pre-legacy data
1175,/DoubleEG/Run2017B-31Mar2018-v1/MINIAOD,T3_FR_IPNL,1.94667,8/26/21,1629951545000,578,578,['t3_fr_ipnl_local_users'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
1176,/DoubleEG/Run2017C-17Nov2017-v1/MINIAOD,T1_US_FNAL_Disk,2.25282,3/7/20,1583562146000,847,847,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 pre-legacy data
1177,/FSQJet1/Run2017C-v1/RAW,T2_BR_UERJ,1.61894,1/1/70,0,459,459,['t2_br_uerj_local_users'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
1178,/SingleMuon/Run2017C-12Sep2017-v1/MINIAOD,T2_US_Florida,2.47378,1/1/70,0,888,888,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 pre-legacy data
1179,/ScoutingCaloHT/Run2018C-v1/RAW,T3_US_FNALLPC,5.42012,1/1/70,0,2221,2221,['sync_t3_us_fnallpc'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
1180,/Upsilon1S_pThat-2_TuneCP5_HydjetDrumMB_5p02TeV_Pythia8/HINPbPbAutumn18DR-mva98_103X_upgrade2018_realistic_HI_v11-v1/AODSIM,T2_KR_KISTI,5.40512,1/1/70,0,1640,1640,['sync_t2_kr_kisti'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HIN
1183,/QCD_Pt-15to7000_TuneCP5_Flat2017_13TeV_pythia8/RunIIFall17MiniAOD-94X_mc2017_realistic_v10-v1/MINIAODSIM,T1_US_FNAL_Disk,5.38157,1/1/70,0,1638,1638,['sync_t1_us_fnal_disk'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
1184,/DisplacedMuons_Pt2to50_Dxy0to500-pythia8-gun/PhaseIISNBSpring17DR-PU200BX8_91X_upgrade2023_realistic_v3-v6/GEN-SIM-RECO,T1_FR_CCIN2P3_Disk,4.99408,1/1/70,0,318,318,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
1187,/PMSSM_set_2_LL_2_TuneCP2_13TeV-pythia8/RunIIAutumn18MiniAOD-PUFall18Fast_GridpackScan_102X_upgrade2018_realistic_v15-v1/MINIAODSIM,T2_US_Caltech,5.96133,1/1/70,0,1555,1555,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
1188,/QCD_Pt-30to50_MuEnrichedPt5_TuneCP5_13TeV_pythia8/RunIIAutumn18MiniAOD-102X_upgrade2018_realistic_v15-v3/MINIAODSIM,T1_US_FNAL_Disk,1.17051,8/19/21,1629345066000,509,509,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
1189,/TTToHadronic_TuneCP5up_13TeV-powheg-pythia8/RunIIAutumn18MiniAOD-102X_upgrade2018_realistic_v15-v1/MINIAODSIM,T2_US_Florida,1.28125,7/28/21,1627510611000,634,634,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
1190,/QCD_HT500to700_TuneCUETP8M1_13TeV-madgraphMLM-pythia8/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/AODSIM,T3_US_FNALLPC,4.68116,1/1/70,0,1375,1375,['t3_us_fnallpc_local_users'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 pre-legacy MC
1191,/TT_TuneEE5C_13TeV-powheg-herwigpp/RunIISummer16MiniAODv2-PUMoriond17_80X_mcRun2_asymptotic_2016_TrancheIV_v6-v1/MINIAODSIM,T2_US_Nebraska,1.53112,6/7/20,1591501008000,462,462,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
